"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"341","10.1177/1948550619849431","Community violence and prosociality: Experiencing and committing violence predicts norm-enforcing punishment but not cooperation","community violence and prosociality experiencing a",12,"R Littman, S Estrada, MN Stagnaro…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619849431",79,FALSE,12,4,3,4,3,"How does violence affect prosociality? Previous work shows that exposure to intergroup violence is positively related prosociality. Here, we test whether this finding extends to other …","https://dspace.mit.edu/bitstream/handle/1721.1/135516/Community%20Violence%20and%20Prosociality%20PrePrint.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:8veSUIiIIeUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"342","10.1177/1948550619853595","Outraged but sympathetic: Ambivalent emotions limit the influence of viral outrage","outraged but sympathetic ambivalent emotions limit",6,"T Sawaoka, B Monin",2020,"Social Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619853595",100,FALSE,6,2,3,2,3,"Viral outrage—the piling up of online condemnation in response to offensive remarks—is a common expression of moral judgment in the digital age. We examined whether viral …",NA,"https://scholar.google.com/scholar?q=related:zhXvYP2ImIIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"343","10.1177/1948550619853598","Politics and parental care: Experimental and mediational tests of the causal link between parenting motivation and social conservatism","politics and parental care experimental and mediat",32,"N Kerry, DR Murray",2020,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619853598",28,FALSE,32,10.67,16,2,3,"People vary greatly in their desire for, willingness to care for, and emotions toward children. This variation in “parenting motivation” predicts a range of cognition and behavior. Strategic …",NA,"https://scholar.google.com/scholar?q=related:nGiYdOlvMHIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"344","10.1177/1948550619854751","Time use and happiness of millionaires: Evidence from The Netherlands","time use and happiness of millionaires evidence fr",25,"P Smeets, A Whillans, R Bekkers…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619854751",39,FALSE,25,8.33,6,4,3,"How do the very wealthy spend their time, and how does time use relate to well-being? In two studies in the Netherlands, the affluent (N= 863; N= 690) and the general population (N …","https://journals.sagepub.com/doi/pdf/10.1177/1948550619854751","https://scholar.google.com/scholar?q=related:P81hCKLo8jsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"345","10.1177/1948550619856302","On trust and disgust: Evidence from face reading and virtual reality","on trust and disgust evidence from face reading an",31,"T Kugler, B Ye, D Motro…",2020,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619856302",22,FALSE,31,10.33,8,4,3,"We report three studies exploring the relationship between disgust and trust. Study 1a measured emotions using face-reading technology while participants played a repeated …","https://www.researchgate.net/profile/Daphna-Motro/publication/334160570_On_Trust_and_Disgust_Evidence_From_Face_Reading_and_Virtual_Reality/links/5d69ce18458515088601322e/On-Trust-and-Disgust-Evidence-From-Face-Reading-and-Virtual-Reality.pdf","https://scholar.google.com/scholar?q=related:hwe2yEwBfJUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"346","10.1177/1948550619856308","Foodie calls: When women date men for a free meal (rather than a relationship)","foodie calls when women date men for a free meal r",14,"B Collisson, JL Howell, T Harig",2020,"Social psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619856308",71,FALSE,14,4.67,5,3,3,"A foodie call occurs when a person, despite a lack of romantic attraction to a suitor, chooses to go on a date to receive a free meal. The present study examines predictors of a deceptive …","https://www.researchgate.net/profile/Brian-Collisson-2/publication/333920013_Foodie_Calls_When_Women_Date_Men_for_a_Free_Meal_Rather_Than_a_Relationship/links/5d749b1da6fdcc9961b7811d/Foodie-Calls-When-Women-Date-Men-for-a-Free-Meal-Rather-Than-a-Relationship.pdf","https://scholar.google.com/scholar?q=related:Ap7OjiRVK2UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"347","10.1177/1948550619856309","Does an abstract mind-set increase the internal consistency of moral attitudes and strengthen individualizing foundations?","does an abstract mindset increase the internal con",14,"S Alper, O Yilmaz",2020,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619856309",72,FALSE,14,4.67,7,2,3,"Recent research suggests that experimentally inducing an abstract (vs. a concrete) mind-set enhances political sophistication by increasing the consistency in political attitudes; it also …","https://psyarxiv.com/w5gyc/download?format=pdf","https://scholar.google.com/scholar?q=related:X3H5ipvAK28J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"348","10.1177/1948550619859316","Black intragroup empathic responding to police interracial violence: Effects of victim stereotypicality and Blacks' racial identification","black intragroup empathic responding to police int",12,"JD Johnson, L Lecci, J Dovidio",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619859316",66,FALSE,12,4,4,3,3,"Despite the public outrage in response to police violence against unarmed Black men, work on the psychological dynamics of reactions to these incidents is relatively rare. The present …","http://repository.usp.ac.fj/11692/1/JJ_Sage2019.pdf","https://scholar.google.com/scholar?q=related:fbmmH4WBrBcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"349","10.1177/1948550619862260","Overclaiming knowledge predicts anti-establishment voting","overclaiming knowledge predicts antiestablishment ",34,"JW Van Prooijen, APM Krouwel",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619862260",25,FALSE,34,11.33,17,2,3,"People often vote against the political establishment, as underscored by “Brexit” and the Trump election. The current contribution proposes that overclaiming one's own knowledge …","https://journals.sagepub.com/doi/full/10.1177/1948550619862260","https://scholar.google.com/scholar?q=related:TXfw-KU6iOAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"350","10.1177/1948550619862261","All things being equal: Distinguishing proportionality and equity in moral reasoning","all things being equal distinguishing proportional",23,"C Skurka, LB Winett, H Jarman-Miller…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619862261",35,FALSE,23,7.67,6,4,3,"Moral foundations theory (MFT) has been a useful framework for understanding moral judgment and its relationship to political leaning. However, some have argued that MFT …",NA,"https://scholar.google.com/scholar?q=related:ddqKfsoZP5kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"351","10.1177/1948550619862264","Stereotype formation but no dissociation: Contradicting statistics reduce explicit and implicit stereotypes engendered by disproportional crime reporting","stereotype formation but no dissociation contradic",5,"P Jabold",2020,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619862264",94,FALSE,5,1.67,5,1,3,"This study investigated the formation of criminal stereotypes about novel groups. Over 2 days, 316 participants from Prolific Academic read either equal or unequal proportions of …",NA,"https://scholar.google.com/scholar?q=related:I0G6JU6sgD0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"352","10.1177/1948550619862319","Infectious disease prevalence, not race exposure, predicts both implicit and explicit racial prejudice across the United States","infectious disease prevalence not race exposure pr",90,"BA O'Shea, DG Watson, GDA Brown…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619862319",7,FALSE,90,30,23,4,3,"What factors increase racial prejudice? Across the United States, increased exposure to Black Americans has been hypothesized to increase White Americans' prejudicial attitudes …","https://wrap.warwick.ac.uk/117576/1/WRAP-infectious-disease-prevalence-race-predicts-racial-2019.pdf","https://scholar.google.com/scholar?q=related:Fp-GhKxcEtgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"353","10.1177/1948550619865051","Hadza hunter-gatherers disagree on perceptions of moral character","hadza huntergatherers disagree on perceptions of m",27,"KM Smith, CL Apicella",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619865051",32,FALSE,27,9,14,2,3,"To the extent that moral character is grounded in stable and observable truths, there should exist agreement between people in their judgments of others' character. In Western …","https://www.researchgate.net/profile/Kristopher-Smith-2/publication/335632086_Hadza_Hunter-Gatherers_Disagree_on_Perceptions_of_Moral_Character/links/5d7116b44585151ee49eb2ed/Hadza-Hunter-Gatherers-Disagree-on-Perceptions-of-Moral-Character.pdf","https://scholar.google.com/scholar?q=related:fP-DYH4cN6kJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"354","10.1177/1948550619865056","Trajectories of marital satisfaction in diverse newlywed couples","trajectories of marital satisfaction in diverse ne",50,"HC Williamson, JA Lavner",2020,"… psychological and personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619865056",14,FALSE,50,16.67,25,2,3,"Couples' marital satisfaction is thought to decline over the newlywed years, but recent research indicates that the majority of spouses have high, stable trajectories during this …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8153381/","https://scholar.google.com/scholar?q=related:MvNKg0y2z4UJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"355","10.1177/1948550619865057","Autistic people do enhance their selves","autistic people do enhance their selves",9,"MA Gernsbacher, JL Stevenson…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619865057",81,FALSE,9,3,3,3,3,"We investigated whether autistic people are less prone to self-enhance (ie, portray themselves in socially desirable ways). Autistic (N= 130) and non-autistic (N= 130) …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7310997/","https://scholar.google.com/scholar?q=related:Th9uM0EFKQgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"356","10.1177/1948550619866182","System justification enhances life satisfaction of high-and low-status people in China","system justification enhances life satisfaction of",21,"W Li, J Wu, Y Kou",2020,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619866182",33,FALSE,21,7,7,3,3,"Across three studies, we examine whether system justification enhances psychological well-being among members of both advantaged and disadvantaged groups. In addition, we test …",NA,"https://scholar.google.com/scholar?q=related:2upEqgbubkUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"357","10.1177/1948550619866187","Mate preferences in three Muslim-majority countries: sex differences and personality correlates","mate preferences in three muslimmajority countries",25,"M Atari, N Chaudhary…",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619866187",37,FALSE,25,8.33,8,3,3,"Cross-cultural research on long-term mate preferences in Muslim-majority countries is scarce. The research described here aims to examine the KASER (kindness/dependability …","https://www.researchgate.net/profile/Nabiha-Chaudhary-2/publication/336408223_Mate_Preferences_in_Three_Muslim-Majority_Countries_Sex_Differences_and_Personality_Correlates/links/5da08ac8a6fdcc8fc348f6f0/Mate-Preferences-in-Three-Muslim-Majority-Countries-Sex-Differences-and-Personality-Correlates.pdf","https://scholar.google.com/scholar?q=related:zy1kXr0Cu4AJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"358","10.1177/1948550619866189","A rejection mind-set: Choice overload in online dating","a rejection mindset choice overload in online dati",66,"TM Pronk, JJA Denissen",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619866189",15,FALSE,66,22,33,2,3,"The paradox of modern dating is that online platforms provide more opportunities to find a romantic partner than ever before, but people are nevertheless more likely to be single. We …","https://journals.sagepub.com/doi/full/10.1177/1948550619866189","https://scholar.google.com/scholar?q=related:q1xccBvEzyAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"359","10.1177/1948550619867940","High-status exemplars and the misperception of the Asian-White wealth gap","highstatus exemplars and the misperception of the ",32,"EE Kuo, MW Kraus…",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619867940",31,FALSE,32,10.67,11,3,3,"In this research, we test the central hypothesis that perceptions of Asian Americans as a high-status “model minority” lead to overestimates of the extent of wealth equality between Asian …","https://www.researchgate.net/profile/E-Enya-Kuo/publication/335853052_High-Status_Exemplars_and_the_Misperception_of_the_Asian-White_Wealth_Gap/links/628d54816daa0406c60f42d0/High-Status-Exemplars-and-the-Misperception-of-the-Asian-White-Wealth-Gap.pdf","https://scholar.google.com/scholar?q=related:KvHnlegvSEgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"360","10.1177/1948550619869613","Religiosity predicts evidentiary standards","religiosity predicts evidentiary standards",4,"EJC Lobato, S Tabatabaeian…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619869613",102,FALSE,4,1.33,1,3,3,"Research shows that religious and nonreligious individuals have different standards of evidence for religious and scientific claims. Here, in a preregistered replication and …","https://osf.io/b3ex4/download","https://scholar.google.com/scholar?q=related:lWGCUAmsAMcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"361","10.1177/1948550619869619","Mostly vegetarian, but flexible about it: investigating how meat-reducers express social identity around their diets","mostly vegetarian but flexible about it investigat",68,"DL Rosenfeld, H Rothgerber…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619869619",12,FALSE,68,22.67,23,3,3,"Beyond indicating that one does not eat meat, the decision to identify as vegetarian signals social identity. Yet many people limit their meat intake without giving up meat entirely: These …","https://www.dishlab.org/wp-content/uploads/sites/289/2022/10/Mostly-Vegetarian.pdf","https://scholar.google.com/scholar?q=related:nZb5r0Jn79YJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"362","10.1177/1948550619870785","The end of a stereotype: Only children are not more narcissistic than people with siblings","the end of a stereotype only children are not more",10,"M Dufner, MD Back, FF Oehme…",2020,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619870785",84,FALSE,10,3.33,3,4,3,"The current research dealt with the stereotype that only children are more narcissistic than people with siblings. We first investigated the prevalence of this stereotype. In an online …","https://journals.sagepub.com/doi/full/10.1177/1948550619870785","https://scholar.google.com/scholar?q=related:ubyQ4s650roJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"363","10.1177/1948550619872482","When voting becomes protest: Mapping determinants of collective action onto voting behavior","when voting becomes protest mapping determinants o",10,"S Otjes, K Stroebe, T Postmes",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619872482",82,FALSE,10,3.33,3,3,3,"Do people signal protest by bringing out a protest vote when they feel they have been collectively disadvantaged? Political scientists have been interested in “protest voting” yet …","https://journals.sagepub.com/doi/pdf/10.1177/1948550619872482","https://scholar.google.com/scholar?q=related:3ZDQ8k1BslcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"364","10.1177/1948550619873679","Toward Integration of the Niche Diversity Hypothesis With Other Explanations for Personality Covariation: Reply to Međedović's (2019) Commentary on Lukaszewski …","toward integration of the niche diversity hypothes",2,"A Lukaszewski, M Gurven…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619873679",111,FALSE,2,0.67,1,3,3,"The hypothesis of a human-universal personality structure is undermined by cross-cultural studies in small-scale societies. To explain cross-population differences in patterns of …","https://gurven.anth.ucsb.edu/sites/default/files/sitefiles/papers/Lukaszewski%20et%20al_reply.pdf","https://scholar.google.com/scholar?q=related:lXKYvCAbnzgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"365","10.1177/1948550619873680","An evolutionary ecological framework for understanding human behavioral syndromes: Commentary on Lukaszewski et al. 2017","an evolutionary ecological framework for understan",6,"J Međedović",2020,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619873680",101,FALSE,6,2,6,1,3,"In their recent paper, Lukaszewski et al. proposed a socioecological hypothesis for analyzing the covariations between the Big Five personality traits. The hypothesis states that …","https://www.researchgate.net/profile/Janko-Mededovic-2/publication/336101476_An_Evolutionary_Ecological_Framework_for_Understanding_Human_Behavioral_Syndromes_Commentary_on_Lukaszewski_et_al_2017/links/5d8e3593299bf10cff15105d/An-Evolutionary-Ecological-Framework-for-Understanding-Human-Behavioral-Syndromes-Commentary-on-Lukaszewski-et-al-2017.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:tD3Ydi5w4sAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"366","10.1177/1948550619875142","Resolving the human–object divide in sexual objectification: How we settle the categorization conflict when categorizing objectified and nonobjectified human targets","resolving the humanobject divide in sexual objecti",8,"J Vaes, C Cogoni, A Calcagnì",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875142",86,FALSE,8,2.67,3,3,3,"Using a mouse-tracking technique, we measured the strength and the temporal unfolding of the conflict when people categorize objectified and nonobjectified human stimuli in the …","https://iris.unitn.it/retrieve/handle/11572/256976/316210/Post-print_finalversion.pdf","https://scholar.google.com/scholar?q=related:k4E7SAm3NkMJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"367","10.1177/1948550619875143","Seeing gender: Perceptual representations of transgender individuals","seeing gender perceptual representations of transg",15,"K Howansky, A Albuja, S Cole",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875143",75,FALSE,15,5,5,3,3,"In four studies, we explored perceptual representations of the gender-typicality of transgender individuals. In Studies 1a and 1b, participants (N= 237) created an avatar …","https://www.researchgate.net/profile/Kristina-Howansky/publication/336101874_Seeing_Gender_Perceptual_Representations_of_Transgender_Individuals/links/5daf133a92851c577eb996f0/Seeing-Gender-Perceptual-Representations-of-Transgender-Individuals.pdf","https://scholar.google.com/scholar?q=related:GR3EzxyGKYoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"368","10.1177/1948550619875146","Benefits associated with experiential and material purchases may depend on culture","benefits associated with experiential and material",8,"P Razavi, H Shaban-Azad, WJ Chai…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875146",80,FALSE,8,2.67,2,4,3,"Spending money on experiences, compared to materials, is often associated with more happiness. This experiential advantage, however, is developed based on samples from …","https://psyarxiv.com/gtz8f/download?format=pdf","https://scholar.google.com/scholar?q=related:E1IJEKBe_JgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"369","10.1177/1948550619875149","An MTurk crisis? Shifts in data quality and the impact on study results","an mturk crisis shifts in data quality and the imp",829,"M Chmielewski, SC Kucker",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875149",1,FALSE,829,276.33,415,2,3,"Amazon's Mechanical Turk (MTurk) is arguably one of the most important research tools of the past decade. The ability to rapidly collect large amounts of high-quality human subjects …",NA,"https://scholar.google.com/scholar?q=related:N0NqD00VmyIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"370","10.1177/1948550619875150","School deferred: When bias affects school leaders","school deferred when bias affects school leaders",83,"SN Jarvis, JA Okonofua",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619875150",8,FALSE,83,27.67,42,2,3,"In the classroom, Black students are disciplined more frequently and more severely for the same misbehaviors as White students. Though teachers have influence over disciplinary …","https://edens.berkeley.edu/PDF/Jarvis%20&%20Okonofua%202020.pdf","https://scholar.google.com/scholar?q=related:3pp0R5TGfFIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"371","10.1177/1948550619876629","Moral foundations twitter corpus: A collection of 35k tweets annotated for moral sentiment","moral foundations twitter corpus a collection of 3",136,"J Hoover, G Portillo-Wightman, L Yeh…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876629",6,FALSE,136,45.33,34,4,3,"Research has shown that accounting for moral sentiment in natural language can yield insight into a variety of on-and off-line phenomena such as message diffusion, protest …","https://journals.sagepub.com/doi/pdf/10.1177/1948550619876629","https://scholar.google.com/scholar?q=related:ULxt2t9xjpEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"372","10.1177/1948550619876631","Exposure to wartime trauma decreases positive emotions and altruism toward rival out-groups (but not nonrival out-groups): A survey experiment in a field setting …","exposure to wartime trauma decreases positive emot",14,"J Hall, DT Kahn",2020,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876631",68,FALSE,14,4.67,7,2,3,"A survey experiment, carried out in a field setting among Sunni Arab Syrian refugees (N= 2,479), examined the effect of exposure to wartime trauma, ethnoreligious group affiliation …","https://www.diva-portal.org/smash/get/diva2:1382743/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:oc7oJEeRjM0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"373","10.1177/1948550619876633","Men view their ex-partners more favorably than women do","men view their expartners more favorably than wome",16,"U Athenstaedt, H Brohmer…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876633",49,FALSE,16,5.33,5,3,3,"Our research deals with the question how people look back at their ex-partners—those with whom they were once romantically involved? Such views are important because they may …","https://journals.sagepub.com/doi/full/10.1177/1948550619876633","https://scholar.google.com/scholar?q=related:5H-89CUJKtwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"374","10.1177/1948550619876636","Of caring nurses and assertive police officers: Social role information overrides gender stereotypes in linguistic behavior","of caring nurses and assertive police officers soc",16,"M Gustafsson Sendén, A Eagly…",2020,"Social psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876636",78,FALSE,16,5.33,5,3,3,"Three studies demonstrated the expression of gender stereotypes in linguistic behavior. In Study 1, participants composed sentences describing a person by freely choosing from …",NA,"https://scholar.google.com/scholar?q=related:An03hrRhLB4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"375","10.1177/1948550619876638","Racial biases in officers' decisions to frisk are amplified for Black people stopped among groups leading to similar biases in searches, arrests, and use of force","racial biases in officers decisions to frisk are a",22,"E Cooley, N Hester, W Cipolli…",2020,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876638",34,FALSE,22,7.33,6,4,3,"Violent encounters between police and Black people have spurred debates about how race affects officer decision-making. We propose that racial disparities in police–civilian …","https://www.researchgate.net/profile/Erin-Cooley-2/publication/337218956_Racial_Biases_in_Officers%27_Decisions_to_Frisk_Are_Amplified_for_Black_People_Stopped_Among_Groups_Leading_to_Similar_Biases_in_Searches_Arrests_and_Use_of_Force/links/607f5fe3907dcf667bb1106a/Racial-Biases-in-Officers-Decisions-to-Frisk-Are-Amplified-for-Black-People-Stopped-Among-Groups-Leading-to-Similar-Biases-in-Searches-Arrests-and-Use-of-Force.pdf","https://scholar.google.com/scholar?q=related:g44bxm8_DUkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"376","10.1177/1948550619876639","Who do multiracials consider part of their racial in-group?","who do multiracials consider part of their racial ",7,"AC Vinluan, JD Remedios",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619876639",103,FALSE,7,2.33,4,2,3,"We propose that Multiracials have flexible racial in-groups in that Multiracials can potentially consider members from three target racial groups as in-group members: same-race …",NA,"https://scholar.google.com/scholar?q=related:tKUH156G5WMJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"377","10.1177/1948550619877410","On the etiology of self-enhancement and its association with psychological well-being","on the etiology of selfenhancement and its associa",13,"YLL Luo, C Sedikides, H Cai",2020,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619877410",59,FALSE,13,4.33,4,3,3,"Self-enhancement, the motive to view oneself in positive light, and its manifestations have received wide attention in behavioral sciences. The self-enhancement manifestations vary …","https://www.researchgate.net/profile/Yu-Luo-52/publication/336013532_On_the_genetics_of_self-enhancement_and_its_association_with_wellbeing/links/5ebf355892851c11a86c2903/On-the-genetics-of-self-enhancement-and-its-association-with-wellbeing.pdf","https://scholar.google.com/scholar?q=related:abiSqC0RRIQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"378","10.1177/1948550619877412","No replication, no trust? How low replicability influences trust in psychology","no replication no trust how low replicability infl",97,"T Wingen, JB Berkessel…",2020,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550619877412",9,FALSE,97,32.33,32,3,3,"In the current psychological debate, low replicability of psychological findings is a central topic. While the discussion about the replication crisis has a huge impact on psychological …","https://osf.io/4ukq5/download","https://scholar.google.com/scholar?q=related:N5C9wpk7S_MJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
