"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"427","10.1177/0146167219896136","Mindfulness and its association with varied types of motivation: A systematic review and meta-analysis using self-determination theory","mindfulness and its association with varied types ",111,"JN Donald, EL Bradshaw, RM Ryan…; JN Donald, EL Bradshaw…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219896136","https://scholar.google.com/scholar?cites=4914100562751600263&as_sdt=2005&sciodt=0,5&hl=en",1,FALSE,NA,110,36.67,28,4,4,"Mindfulness has been shown to have varied associations with different forms of motivation, leading to a lack of clarity as to how and when it may foster healthy motivational states …","https://www.academia.edu/download/94767238/0146167219896136.pdf","https://scholar.google.com/scholar?q=related:hzZbAW1kMkQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"428","10.1177/0146167219896924","Justifying social inequalities: The role of social Darwinism","justifying social inequalities the role of social ",34,"LA Rudman, LH Saud",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219896924","https://scholar.google.com/scholar?cites=14546427855973029411&as_sdt=2005&sciodt=0,5&hl=en",35,FALSE,NA,34,11.33,17,2,3,"Three studies supported a model whereby associations between ideologies that share roots in biological determinism and outcomes that reinforce inequality (based on gender, race, or …","https://www.researchgate.net/profile/Laurie-Rudman/publication/338412984_Justifying_Social_Inequalities_The_Role_of_Social_Darwinism/links/5ee1196c92851c31f3c78bb2/Justifying-Social-Inequalities-The-Role-of-Social-Darwinism.pdf","https://scholar.google.com/scholar?q=related:I5YekhBL38kJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"429","10.1177/0146167219897149","Show don't tell: Diversity dishonesty harms racial/ethnic minorities at work","show dont tell diversity dishonesty harms racialet",83,"LS Wilton, AN Bell, M Vahradyan…",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219897149","https://scholar.google.com/scholar?cites=16622004292561364630&as_sdt=2005&sciodt=0,5&hl=en",5,FALSE,NA,83,27.67,21,4,3,"Organizations aim to convey that they are diverse and inclusive, in part, to recruit racial minorities. We investigate a previously unexamined downside of this recruitment strategy …","https://www.researchgate.net/profile/Ariana-Bell/publication/338720663_Show_Don%27t_Tell_Diversity_Dishonesty_Harms_RacialEthnic_Minorities_at_Work/links/5e5accef4585152ce8fc7058/Show-Dont-Tell-Diversity-Dishonesty-Harms-Racial-Ethnic-Minorities-at-Work.pdf","https://scholar.google.com/scholar?q=related:lmYjQdY4reYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"430","10.1177/0146167219897181","Putting belonging in context: Communal affordances signal belonging in STEM","putting belonging in context communal affordances ",42,"AL Belanger, MP Joshi, MA Fuesting…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219897181","https://scholar.google.com/scholar?cites=13227783003686242409&as_sdt=2005&sciodt=0,5&hl=en",19,FALSE,NA,42,14,11,4,3,"A sense of belonging in a particular context is cued not only by the people in the role but by the affordances of the role—that is, the opportunities for goal pursuit. We investigate this role …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219897181","https://scholar.google.com/scholar?q=related:aQir3I6GkrcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"431","10.1177/0146167219897660","To help or to harm? Assessing the impact of envy on prosocial and antisocial behaviors","to help or to harm assessing the impact of envy on",27,"AMC Behler, CSJ Wall, A Bos…",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219897660","https://scholar.google.com/scholar?cites=291633139719971015&as_sdt=2005&sciodt=0,5&hl=en",47,FALSE,NA,27,9,7,4,3,"Two studies examined how envy influences prosocial and antisocial behavior. In Experiment 1, participants in an envious state (relative to a neutral state) were less helpful: They picked …","https://www.researchgate.net/profile/Anna-Maria-Behler/publication/338553689_To_Help_or_To_Harm_Assessing_the_Impact_of_Envy_on_Prosocial_and_Antisocial_Behaviors/links/5e38ca5b299bf1cdb90aef08/To-Help-or-To-Harm-Assessing-the-Impact-of-Envy-on-Prosocial-and-Antisocial-Behaviors.pdf","https://scholar.google.com/scholar?q=related:x6C9ocsWDAQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"432","10.1177/0146167219897662","(How) do you regret killing one to save five? Affective and cognitive regret differ after utilitarian and deontological decisions","how do you regret killing one to save five affecti",15,"J Goldstein-Greenwood, P Conway…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219897662","https://scholar.google.com/scholar?cites=6263191650117213079&as_sdt=2005&sciodt=0,5&hl=en",72,FALSE,NA,15,5,5,3,3,"Sacrificial moral dilemmas, in which opting to kill one person will save multiple others, are definitionally suboptimal: Someone dies either way. Decision-makers, then, may experience …","https://www.researchgate.net/profile/Jacob-Goldstein-Greenwood/publication/338868974_How_Do_You_Regret_Killing_One_to_Save_Five_Affective_and_Cognitive_Regret_Differ_After_Utilitarian_and_Deontological_Decisions/links/5e38395692851c7f7f1a2cb4/How-Do-You-Regret-Killing-One-to-Save-Five-Affective-and-Cognitive-Regret-Differ-After-Utilitarian-and-Deontological-Decisions.pdf","https://scholar.google.com/scholar?q=related:l9ttOZ9T61YJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"433","10.1177/0146167219898562","Good cop, bad cop: Race-based differences in mental representations of police","good cop bad cop racebased differences in mental r",32,"EP Lloyd, M Sim, E Smalley…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219898562","https://scholar.google.com/scholar?cites=9504046216176459639&as_sdt=2005&sciodt=0,5&hl=en",37,FALSE,NA,32,10.67,8,4,3,"The current work investigates race-based biases in conceptualization of the facial appearance of police. We employ a reverse correlation procedure to demonstrate that Black …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219898562","https://scholar.google.com/scholar?q=related:d98X1K0n5YMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"434","10.1177/0146167219898569","Taking responsibility for others and use of mental contrasting","taking responsibility for others and use of mental",8,"AT Sevincer, T Musik, A Degener…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219898569","https://scholar.google.com/scholar?cites=4613803598723782726&as_sdt=2005&sciodt=0,5&hl=en",97,FALSE,NA,8,2.67,2,4,3,"Mentally contrasting a desired future with present reality fosters selective goal pursuit: People pursue feasible desired futures and let go from unfeasible ones. We investigated …","https://www.psy.uni-hamburg.de/arbeitsbereiche/paedagogische-psychologie-und-motivation/personen/sevincer-timur/dokumente/sevincer-musik-degener-greinert-oettingen-2020.pdf","https://scholar.google.com/scholar?q=related:RphZle2FB0AJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"435","10.1177/0146167219898944","Beliefs in conspiracy theories following ostracism","beliefs in conspiracy theories following ostracism",68,"KT Poon, Z Chen, WY Wong",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219898944","https://scholar.google.com/scholar?cites=2743571080114320086&as_sdt=2005&sciodt=0,5&hl=en",7,FALSE,NA,68,22.67,23,3,3,"Four studies (total valid N= 643) examined whether ostracism increases people's political conspiracy beliefs through heightened vulnerability and whether self-affirmation intervention …",NA,"https://scholar.google.com/scholar?q=related:1rI_flwfEyYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"436","10.1177/0146167219899234","The bidirectional causal relation between implicit stereotypes and implicit prejudice","the bidirectional causal relation between implicit",20,"CE Phills, A Hahn, B Gawronski",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219899234","https://scholar.google.com/scholar?cites=9349565448079074432&as_sdt=2005&sciodt=0,5&hl=en",53,FALSE,NA,20,6.67,7,3,3,"Although stereotypes and prejudice are commonly regarded as conceptually distinct but related constructs, previous research remains silent on the processes underlying their …","https://www.researchgate.net/profile/Adam-Hahn-4/publication/337948932_The_Bidirectional_Causal_Relation_Between_Implicit_Stereotypes_and_Implicit_Prejudice/links/632d8f6acec0d30494b755c0/The-Bidirectional-Causal-Relation-Between-Implicit-Stereotypes-and-Implicit-Prejudice.pdf","https://scholar.google.com/scholar?q=related:gOQEKT1UwIEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"437","10.1177/0146167219900418","Does mindfulness training without explicit ethics-based instruction promote prosocial behaviors? A meta-analysis","does mindfulness training without explicit ethicsb",66,"DR Berry, JP Hoerr, S Cesko…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219900418","https://scholar.google.com/scholar?cites=4860070054765748224&as_sdt=2005&sciodt=0,5&hl=en",9,FALSE,NA,66,22,17,4,3,"Scholarly discourse has raised concerns about the gravitas of secular mindfulness trainings in promoting prosocial outgrowths, as these trainings lack ethics-based concepts found in …","https://www.csusm.edu/profiles/users/drberry/berry_pspb_2020_2.pdf","https://scholar.google.com/scholar?q=related:AGDTDfdvckMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"438","10.1177/0146167219900439","Positive emotions, more than anxiety or other negative emotions, predict willingness to interact with robots","positive emotions more than anxiety or other negat",29,"ER Smith, S Sherrin, MR Fraune…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219900439","https://scholar.google.com/scholar?cites=10203229709544964071&as_sdt=2005&sciodt=0,5&hl=en",39,FALSE,NA,29,9.67,7,4,3,"Like early work on human intergroup interaction, previous research on people's willingness to interact with robots has focused mainly on effects of anxiety. However, existing findings …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219900439","https://scholar.google.com/scholar?q=related:578jn1wnmY0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"439","10.1177/0146167220903184","The countervailing effects of weight stigma on weight-loss motivation and perceived capacity for weight control","the countervailing effects of weight stigma on wei",34,"B Major, JA Rathbone, A Blodorn…",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220903184","https://scholar.google.com/scholar?cites=8655101087325404795&as_sdt=2005&sciodt=0,5&hl=en",30,FALSE,NA,34,11.33,9,4,3,"We hypothesized that exposure to weight stigma simultaneously increases motivation to lose or avoid gaining weight to avoid future stigma and decreases perceived capacity to do …","https://www.jeffreyhunger.com/uploads/3/4/4/8/34481134/major_rathbone_blodorn___hunger__2020__-_pspb.pdf","https://scholar.google.com/scholar?q=related:e74gDZUYHXgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"440","10.1177/0146167220903896","Gray (literature) matters: Evidence of selective hypothesis reporting in social psychological research","gray literature matters evidence of selective hypo",26,"AH Cairo, JD Green, DR Forsyth…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220903896","https://scholar.google.com/scholar?cites=10135568211669775437&as_sdt=2005&sciodt=0,5&hl=en",43,FALSE,NA,26,8.67,7,4,3,"Selective reporting practices (SRPs)—adding, dropping, or altering study elements when preparing reports for publication—are thought to increase false positives in scientific …","https://www.researchgate.net/profile/Jeffrey-Green-5/publication/339482653_Gray_Literature_Matters_Evidence_of_Selective_Hypothesis_Reporting_in_Social_Psychological_Research/links/5ee6479e458515814a5e7d39/Gray-Literature-Matters-Evidence-of-Selective-Hypothesis-Reporting-in-Social-Psychological-Research.pdf","https://scholar.google.com/scholar?q=related:TXRRhZbFqIwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"441","10.1177/0146167220903905","Seeing the whole picture? Avoided negative affect and processing of others' suffering","seeing the whole picture avoided negative affect a",4,"B Koopmann-Holm, K Bartel…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220903905","https://scholar.google.com/scholar?cites=18438127150765054522&as_sdt=2005&sciodt=0,5&hl=en",113,FALSE,NA,4,1.33,1,3,3,"Noticing someone's pain is the first step to a compassionate response. While past research suggests that the degree to which people want to avoid feeling negative (“avoided negative …","https://www.researchgate.net/profile/Huiru-Yang-3/publication/339198141_Seeing_the_Whole_Picture_Avoided_Negative_Affect_and_Processing_of_Others%27_Suffering/links/5f74b405a6fdcc00864b1d08/Seeing-the-Whole-Picture-Avoided-Negative-Affect-and-Processing-of-Others-Suffering.pdf","https://scholar.google.com/scholar?q=related:OhrWSPRi4f8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"442","10.1177/0146167220904512","Jealousy as a function of rival characteristics: Two large replication studies and meta-analyses support gender differences in reactions to rival attractiveness but not …","jealousy as a function of rival characteristics tw",11,"TV Pollet, TK Saxton",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220904512","https://scholar.google.com/scholar?cites=10123240419497736183&as_sdt=2005&sciodt=0,5&hl=en",95,FALSE,NA,11,3.67,6,2,3,"Jealousy is a key emotion studied in the context of romantic relationships. One seminal study (Dijkstra, P., &Buunk, B.(1998). Jealousy as a function of rival characteristics: An …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220904512","https://scholar.google.com/scholar?q=related:9_cJvIb5fIwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"443","10.1177/0146167220905221","What goes down when advice goes up: Younger advisers underestimate their impact","what goes down when advice goes up younger adviser",10,"T Zhang, MS North",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220905221","https://scholar.google.com/scholar?cites=17670656274944124610&as_sdt=2005&sciodt=0,5&hl=en",84,FALSE,NA,10,3.33,5,2,3,"Common wisdom suggests that older is wiser. Consequently, people rarely give advice to older individuals—even when they are relatively more expert—leading to missed learning …","https://www.academia.edu/download/62337864/Zhang_North_2020_PSPB_What_goes_down_when_advice_goes_up_120200311-80806-105ar1t.pdf","https://scholar.google.com/scholar?q=related:wmYSSELIOvUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"444","10.1177/0146167220905712","A cultural perspective on functional limitations and well-being","a cultural perspective on functional limitations a",6,"JH Choi, Y Miyamoto, CD Ryff",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220905712","https://scholar.google.com/scholar?cites=13749207894738191756&as_sdt=2005&sciodt=0,5&hl=en",107,FALSE,NA,6,2,2,3,3,"Functional limitations—difficulty in carrying out activities of daily living—have been linked to poorer well-being in Western cultures. This might be partly due to the lower personal control …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7416449/","https://scholar.google.com/scholar?q=related:jMXd3Lv_zr4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"445","10.1177/0146167220907203","Using the CNI model to investigate individual differences in moral dilemma judgments","using the cni model to investigate individual diff",66,"A Körner, R Deutsch…",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907203","https://scholar.google.com/scholar?cites=1460644454095687813&as_sdt=2005&sciodt=0,5&hl=en",8,FALSE,NA,66,22,22,3,3,"Typical moral dilemmas pitting the consequences of a given action against the action's consistency with moral norms confound several determinants of moral judgments …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220907203","https://scholar.google.com/scholar?q=related:hZCEZWRARRQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"446","10.1177/0146167220907466","Threat enhances aggressive inclinations among devoted actors via increase in their relative physical formidability","threat enhances aggressive inclinations among devo",15,"A Vázquez, L López-Rodríguez…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907466","https://scholar.google.com/scholar?cites=7312863870023304794&as_sdt=2005&sciodt=0,5&hl=en",73,FALSE,NA,15,5,5,3,3,"Devoted actors—those who share sacred values with a group with which they are fused—are particularly willing to self-sacrifice to defend their group or values when they are …","https://journals.sagepub.com/doi/full/10.1177/0146167220907466","https://scholar.google.com/scholar?q=related:WgaHz_GCfGUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"447","10.1177/0146167220907467","Historical change in the moral foundations of political persuasion","historical change in the moral foundations of poli",8,"N Buttrick, R Moulder, S Oishi",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907467","https://scholar.google.com/scholar?cites=54802333465791697&as_sdt=2005&sciodt=0,5&hl=en",93,FALSE,NA,8,2.67,3,3,3,"How have attempts at political persuasion changed over time? Using nine corpora dating back through 1789, containing over 7 million words of speech (1,666 documents in total) …","https://www.nickbuttrick.com/files/PSPB2020.pdf","https://scholar.google.com/scholar?q=related:0UwXk26ywgAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"448","10.1177/0146167220907468","Sexual nostalgia as a response to unmet sexual and relational needs: The role of attachment avoidance","sexual nostalgia as a response to unmet sexual and",20,"A Muise, JJ Kim, A Debrot, EA Impett…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907468","https://scholar.google.com/scholar?cites=6316868594672955001&as_sdt=2005&sciodt=0,5&hl=en",50,FALSE,NA,20,6.67,4,5,3,"Romantic relationships help people meet needs for connection and emotional and sexual fulfillment. In the current research, we investigate an unexplored response to feeling …","https://www.emilyimpett.com/s/Muise-et-al-2020-PSPB.pdf","https://scholar.google.com/scholar?q=related:eW5NxoQGqlcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"449","10.1177/0146167220907469","When tonight is not the night: Sexual rejection behaviors and satisfaction in romantic relationships","when tonight is not the night sexual rejection beh",20,"JJ Kim, A Muise, JK Sakaluk…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907469","https://scholar.google.com/scholar?cites=15176451934821898017&as_sdt=2005&sciodt=0,5&hl=en",51,FALSE,NA,20,6.67,5,4,3,"In most long-term romantic relationships, partners experience sexual conflicts of interest in which one partner declines the other partner's sexual advances. We investigated the distinct …","https://www.emilyimpett.com/s/in-press-PSPB-Kim-et-al.pdf","https://scholar.google.com/scholar?q=related:IVfZXaCWndIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"450","10.1177/0146167220907475","Men's hostile sexism and biased perceptions of partners' support: Underestimating dependability rather than overestimating challenges to dominance","mens hostile sexism and biased perceptions of part",10,"MD Hammond, NC Overall",2020,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907475","https://scholar.google.com/scholar?cites=11298642626782648975&as_sdt=2005&sciodt=0,5&hl=en",88,FALSE,NA,10,3.33,5,2,3,"Hostile sexism expresses derogation of women's competence and emphasizes that women will exploit men's relational dependence. Men who endorse hostile sexism perceive their …",NA,"https://scholar.google.com/scholar?q=related:j1p3NZvXzJwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"451","10.1177/0146167220908382","Developing a family achievement guilt scale grounded in first-generation college student voices","developing a family achievement guilt scale ground",34,"R Covarrubias, I Landa…",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908382","https://scholar.google.com/scholar?cites=15342770980027602644&as_sdt=2005&sciodt=0,5&hl=en",31,FALSE,NA,34,11.33,11,3,3,"As the first in their families to attend college, first-generation students plausibly experience family achievement guilt—socioemotional distress related to “leaving family members” to …","https://www.researchgate.net/profile/Ronald-Gallimore/publication/339937434_Developing_a_Family_Achievement_Guilt_Scale_Grounded_in_First-Generation_College_Student_Voices/links/5e7525a1299bf1892cfbca2a/Developing-a-Family-Achievement-Guilt-Scale-Grounded-in-First-Generation-College-Student-Voices.pdf","https://scholar.google.com/scholar?q=related:1Ja3tup47NQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"452","10.1177/0146167220908389","Upright and honorable: people use space to understand honor, affecting choice and perception","upright and honorable people use space to understa",4,"Y Lin, D Oyserman",2021,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908389","https://scholar.google.com/scholar?cites=17164012152322081925&as_sdt=2005&sciodt=0,5&hl=en",108,FALSE,NA,4,2,2,2,2,"Honor is abstract. We predict that people make sense of honor metaphorically as an up–right position in space and that endorsing honor values makes this metaphor more …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220908389","https://scholar.google.com/scholar?q=related:hUSlGx3SMu4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
"453","10.1177/0146167220908411","Everyday thoughts in time: Experience sampling studies of mental time travel","everyday thoughts in time experience sampling stud",64,"RF Baumeister, W Hofmann…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908411","https://scholar.google.com/scholar?cites=12698987276201037068&as_sdt=2005&sciodt=0,5&hl=en",16,FALSE,NA,64,21.33,21,3,3,"Time is among the most important yet mysterious aspects of experience. We investigated everyday mental time travel, especially into the future. Two community samples, contacted at …","https://psyarxiv.com/8zfwq/download?format=pdf","https://scholar.google.com/scholar?q=related:DA0rRaXdO7AJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"454","10.1177/0146167220908727","Exposure to analogous harmdoing increases acknowledgment of ingroup transgressions in intergroup conflicts","exposure to analogous harmdoing increases acknowle",6,"D Shulman, E Halperin, T Kessler…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908727","https://scholar.google.com/scholar?cites=4673818908916345111&as_sdt=2005&sciodt=0,5&hl=en",104,FALSE,NA,6,2,2,4,3,"A major barrier to the resolution of intergroup conflicts is the reluctance to acknowledge transgressions committed by one's ingroup toward the outgroup. Existing research …",NA,"https://scholar.google.com/scholar?q=related:F2l24oi93EAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"455","10.1177/0146167220908995","Individual differences in attitude consistency over time: The personal attitude stability scale","individual differences in attitude consistency ove",14,"M Xu, P Briñol, JD Gretton, ZL Tormala…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908995","https://scholar.google.com/scholar?cites=12397608644923227447&as_sdt=2005&sciodt=0,5&hl=en",76,FALSE,NA,14,4.67,3,5,3,"This research finds evidence for reliable individual differences in people's perceived attitude stability that predict the actual stability of their attitudes over time. Study 1 examines the …","https://pablobrinol.com/wp-content/uploads/2020/11/2020-pspb-xu-et-all-pass.pdf","https://scholar.google.com/scholar?q=related:N_31kGAnDawJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"456","10.1177/0146167220910311","Effects of verbal and nonverbal communication of affection on avoidantly attached partners' emotions and message receptiveness","effects of verbal and nonverbal communication of a",19,"KM Schrage, JA Maxwell, EA Impett…",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220910311","https://scholar.google.com/scholar?cites=15125352435216144754&as_sdt=2005&sciodt=0,5&hl=en",54,FALSE,NA,19,6.33,5,4,3,"Research on adult attachment in romantic relationships has focused on the negative outcomes that avoidantly attached individuals face. The present research uses …","https://www.emilyimpett.com/s/Schrage-et-al-2020-new.pdf","https://scholar.google.com/scholar?q=related:ctml--YL6NEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"457","10.1177/0146167220910323","Reconsidering “best practices” for testing the ideal standards model: A response to Eastwick, Finkel, and Simpson (2018)","reconsidering best practices for testing the ideal",18,"GJO Fletcher, NC Overall…",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220910323","https://scholar.google.com/scholar?cites=4179146300924995261&as_sdt=2005&sciodt=0,5&hl=en",56,FALSE,NA,18,6,6,3,3,"Eastwick, Finkel, and Simpson (2018) advanced recommendations for “best practices” in testing the predictive validity of individual differences in the extent to which perceptions of …",NA,"https://scholar.google.com/scholar?q=related:vaYFK2tP_zkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
"458","10.1177/0146167220910833","Be afraid, be very afraid! Motivated intergroup emotion regulation","be afraid be very afraid motivated intergroup emot",12,"L Netzer, E Halperin, M Tamir",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220910833","https://scholar.google.com/scholar?cites=6466797671599348399&as_sdt=2005&sciodt=0,5&hl=en",81,FALSE,NA,12,4,4,3,3,"Group-based emotions can shape group members' behaviors and intergroup relations. Therefore, we propose that people may try to regulate emotions of outgroup members to …",NA,"https://scholar.google.com/scholar?q=related:r5oAQjiuvlkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
