"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","year"
"454",12,"L Netzer, E Halperin, M Tamir","Be afraid, be very afraid! Motivated intergroup emotion regulation",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220910833","https://scholar.google.com/scholar?cites=6466797671599348399&as_sdt=2005&sciodt=0,5&hl=en",81,2023-09-25 15:51:21,NA,"10.1177/0146167220910833",NA,NA,NA,NA,NA,NA,12,4,4,3,3,"Group-based emotions can shape group members' behaviors and intergroup relations. Therefore, we propose that people may try to regulate emotions of outgroup members to …",NA,"https://scholar.google.com/scholar?q=related:r5oAQjiuvlkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"455",15,"B Hadar, R Luria, N Liberman","Induced social power improves visual working memory",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219855045","https://scholar.google.com/scholar?cites=9399334398473443043&as_sdt=2005&sciodt=0,5&hl=en",82,2023-09-25 15:51:21,NA,"10.1177/0146167219855045",NA,NA,NA,NA,NA,NA,15,5,5,3,3,"The possibility that social power improves working memory relative to conditions of powerlessness has been invoked to explain why manipulations of power improve …","https://people.socsci.tau.ac.il/mu/royluria/files/2019/10/Hadar_Luria_Liberman2019.pdf","https://scholar.google.com/scholar?q=related:45Ye6tUkcYIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"456",12,"A Lee, LJ Ji, Y Li, Z Zhang","Fear Goliath or David? Inferring competence from demeanor across cultures",2020,"… and social psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219893999","https://scholar.google.com/scholar?cites=6578141164903576092&as_sdt=2005&sciodt=0,5&hl=en",83,2023-09-25 15:51:21,NA,"10.1177/0146167219893999",NA,NA,NA,NA,NA,NA,12,4,3,4,3,"We examined cultural differences in people's lay theories of demeanor—how demeanor may be perceived as a straightforward and reliable reflection of reality (convergence theory) …","https://blogs.ntu.edu.sg/crcc/files/2022/10/Fear-Goliath-or-David.pdf","https://scholar.google.com/scholar?q=related:HLJzeIlASlsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"457",10,"T Zhang, MS North","What goes down when advice goes up: Younger advisers underestimate their impact",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220905221","https://scholar.google.com/scholar?cites=17670656274944124610&as_sdt=2005&sciodt=0,5&hl=en",84,2023-09-25 15:51:21,NA,"10.1177/0146167220905221",NA,NA,NA,NA,NA,NA,10,3.33,5,2,3,"Common wisdom suggests that older is wiser. Consequently, people rarely give advice to older individuals—even when they are relatively more expert—leading to missed learning …","https://www.academia.edu/download/62337864/Zhang_North_2020_PSPB_What_goes_down_when_advice_goes_up_120200311-80806-105ar1t.pdf","https://scholar.google.com/scholar?q=related:wmYSSELIOvUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"458",15,"KA Fritzlen, JE Phillips, DS March…","I know (what) you are, but what am I? The effect of recategorization threat and perceived immutability on prejudice",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219843932","https://scholar.google.com/scholar?cites=1347884351371607889&as_sdt=2005&sciodt=0,5&hl=en",85,2023-09-25 15:51:21,NA,"10.1177/0146167219843932",NA,NA,NA,NA,NA,NA,15,5,4,4,3,"Learning one is similar to a stigmatized group can threaten one's identity and prompt disassociation from the group. What are the consequences of learning of a similarity to a …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219843932","https://scholar.google.com/scholar?q=related:Uf_PGa2ltBIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"459",18,"K Tan, CR Agnew, BW Hadden","Seeking and ensuring interdependence: Desiring commitment and the strategic initiation and maintenance of close relationships",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219841633","https://scholar.google.com/scholar?cites=18339447061103848133&as_sdt=2005&sciodt=0,5&hl=en",86,2023-09-25 15:51:21,NA,"10.1177/0146167219841633",NA,NA,NA,NA,NA,NA,18,6,6,3,3,"The current research offers and examines the concept of commitment desirability, defined as the subjective desire to be involved in a committed romantic relationship at a given time. In …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219841633","https://scholar.google.com/scholar?q=related:xSotfu_Ngv4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"460",16,"KE Vail III, M Soenke, B Waggoner…","Natural, but not supernatural, literal immortality affirmation attenuates mortality salience effects on worldview defense in atheists",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219855051","https://scholar.google.com/scholar?cites=4608468841134081196&as_sdt=2005&sciodt=0,5&hl=en",87,2023-09-25 15:51:21,NA,"10.1177/0146167219855051",NA,NA,NA,NA,NA,NA,16,5.33,4,4,3,"The present research explored whether atheists managing death awareness would be effectively buffered by affirmations of supernatural and/or natural literal immortality. Prior …","https://www.researchgate.net/profile/Kenneth-Vail/publication/333752635_Natural_But_Not_Supernatural_Literal_Immortality_Affirmation_Attenuates_Mortality_Salience_Effects_on_Worldview_Defense_in_Atheists/links/5dc3709e299bf1a47b1c01f4/Natural-But-Not-Supernatural-Literal-Immortality-Affirmation-Attenuates-Mortality-Salience-Effects-on-Worldview-Defense-in-Atheists.pdf","https://scholar.google.com/scholar?q=related:rMRAiv6R9D8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"461",10,"MD Hammond, NC Overall","Men's hostile sexism and biased perceptions of partners' support: Underestimating dependability rather than overestimating challenges to dominance",2020,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907475","https://scholar.google.com/scholar?cites=11298642626782648975&as_sdt=2005&sciodt=0,5&hl=en",88,2023-09-25 15:51:21,NA,"10.1177/0146167220907475",NA,NA,NA,NA,NA,NA,10,3.33,5,2,3,"Hostile sexism expresses derogation of women's competence and emphasizes that women will exploit men's relational dependence. Men who endorse hostile sexism perceive their …",NA,"https://scholar.google.com/scholar?q=related:j1p3NZvXzJwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"462",13,"M Motyl, JP Prims, R Iyer","How ambient cues facilitate political segregation",2020,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219875141","https://scholar.google.com/scholar?cites=16695308788509314614&as_sdt=2005&sciodt=0,5&hl=en",89,2023-09-25 15:51:21,NA,"10.1177/0146167219875141",NA,NA,NA,NA,NA,NA,13,4.33,4,3,3,"People increasingly self-segregate into politically homogeneous communities. How they do this remains unclear. We propose that people use ambient cues correlated with political …","https://psyarxiv.com/47zwv/download?format=pdf","https://scholar.google.com/scholar?q=related:Ng6OOuOmsecJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"463",11,"MR Persich, S Krishnakumar…","Are you a good friend? Assessing social relationship competence using situational judgments",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219880193","https://scholar.google.com/scholar?cites=13330390837877873729&as_sdt=2005&sciodt=0,5&hl=en",90,2023-09-25 15:51:21,NA,"10.1177/0146167219880193",NA,NA,NA,NA,NA,NA,11,3.67,4,3,3,"Individual differences in social relationship competence (SRC) should have significant implications for social relationship success and well-being. Ability-based measures of SRC …",NA,"https://scholar.google.com/scholar?q=related:QRzV8NYP_7gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"464",14,"TL Mullett, GDA Brown, CL Fincher…","Individual-level analyses of the impact of parasite stress on personality: Reduced openness only for older individuals",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219843918","https://scholar.google.com/scholar?cites=1107250149448895004&as_sdt=2005&sciodt=0,5&hl=en",91,2023-09-25 15:51:21,NA,"10.1177/0146167219843918",NA,NA,NA,NA,NA,NA,14,4.67,4,4,3,"The parasite stress hypothesis predicts that individuals living in regions with higher infectious disease rates will show lower openness, agreeableness, and extraversion, but …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219843918","https://scholar.google.com/scholar?q=related:HEpm-yS-XQ8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"465",10,"A Ejova, P Milojev, EL Worthington Jr…","The Big Six personality traits and mental distress: Dynamic modeling in a population panel study reveals bidirectional relationships involving Neuroticism …",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219895349","https://scholar.google.com/scholar?cites=14814338471148498593&as_sdt=2005&sciodt=0,5&hl=en",92,2023-09-25 15:51:21,NA,"10.1177/0146167219895349",NA,NA,NA,NA,NA,NA,10,3.33,3,4,3,"In a single comprehensive model, using a large nationally representative sample, we investigate longitudinal relationships between mental distress and “Big Six” personality …",NA,"https://scholar.google.com/scholar?q=related:oa41i1kal80J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"466",8,"N Buttrick, R Moulder, S Oishi","Historical change in the moral foundations of political persuasion",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220907467","https://scholar.google.com/scholar?cites=54802333465791697&as_sdt=2005&sciodt=0,5&hl=en",93,2023-09-25 15:51:21,NA,"10.1177/0146167220907467",NA,NA,NA,NA,NA,NA,8,2.67,3,3,3,"How have attempts at political persuasion changed over time? Using nine corpora dating back through 1789, containing over 7 million words of speech (1,666 documents in total) …","https://www.nickbuttrick.com/files/PSPB2020.pdf","https://scholar.google.com/scholar?q=related:0UwXk26ywgAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"467",9,"JK Ruessmann, S Topolinski","Economic decisions for others are more favorable for close than distant clients",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219858640","https://scholar.google.com/scholar?cites=6753350441358349686&as_sdt=2005&sciodt=0,5&hl=en",94,2023-09-25 15:51:21,NA,"10.1177/0146167219858640",NA,NA,NA,NA,NA,NA,9,3,5,2,3,"This research investigates the role of social distance between decision makers and their clients. In 11 experiments (total N= 1,653), participants decided about unfair and hyper-fair …","https://www.researchgate.net/profile/Janna-Ruessmann/publication/334613853_Economic_Decisions_for_Others_Are_More_Favorable_for_Close_Than_Distant_Clients/links/5d41a23e299bf1995b5b4e13/Economic-Decisions-for-Others-Are-More-Favorable-for-Close-Than-Distant-Clients.pdf","https://scholar.google.com/scholar?q=related:dlXkFHK4uF0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"468",11,"TV Pollet, TK Saxton","Jealousy as a function of rival characteristics: Two large replication studies and meta-analyses support gender differences in reactions to rival attractiveness but not …",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220904512","https://scholar.google.com/scholar?cites=10123240419497736183&as_sdt=2005&sciodt=0,5&hl=en",95,2023-09-25 15:51:21,NA,"10.1177/0146167220904512",NA,NA,NA,NA,NA,NA,11,3.67,6,2,3,"Jealousy is a key emotion studied in the context of romantic relationships. One seminal study (Dijkstra, P., &Buunk, B.(1998). Jealousy as a function of rival characteristics: An …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220904512","https://scholar.google.com/scholar?q=related:9_cJvIb5fIwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"469",9,"RA Brands, A Rattan","Perceived centrality in social networks increases women's expectations of confronting sexism",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220912621","https://scholar.google.com/scholar?cites=11334668078129300397&as_sdt=2005&sciodt=0,5&hl=en",96,2023-09-25 15:51:21,NA,"10.1177/0146167220912621",NA,NA,NA,NA,NA,NA,9,3,5,2,3,"This article integrates the study of intergroup relations and social network cognition, predicting that women who occupy central (vs. peripheral) advice network positions are …","https://journals.sagepub.com/doi/pdf/10.1177/0146167220912621","https://scholar.google.com/scholar?q=related:rUPbO5DUTJ0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"470",8,"AT Sevincer, T Musik, A Degener…","Taking responsibility for others and use of mental contrasting",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219898569","https://scholar.google.com/scholar?cites=4613803598723782726&as_sdt=2005&sciodt=0,5&hl=en",97,2023-09-25 15:51:21,NA,"10.1177/0146167219898569",NA,NA,NA,NA,NA,NA,8,2.67,2,4,3,"Mentally contrasting a desired future with present reality fosters selective goal pursuit: People pursue feasible desired futures and let go from unfeasible ones. We investigated …","https://www.psy.uni-hamburg.de/arbeitsbereiche/paedagogische-psychologie-und-motivation/personen/sevincer-timur/dokumente/sevincer-musik-degener-greinert-oettingen-2020.pdf","https://scholar.google.com/scholar?q=related:RphZle2FB0AJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"471",11,"MH Tsai, NV Melia, VB Hinsz","The effects of perceived decision-making styles on evaluations of openness and competence that elicit collaboration",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219843934","https://scholar.google.com/scholar?cites=3525873614625064074&as_sdt=2005&sciodt=0,5&hl=en",98,2023-09-25 15:51:21,NA,"10.1177/0146167219843934",NA,NA,NA,NA,NA,NA,11,3.67,4,3,3,"When interacting with a task partner, individuals often rely upon characteristics they infer about their partner to determine their level of collaboration with the partner. To explore social …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219843934","https://scholar.google.com/scholar?q=related:ikSmIl9r7jAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"472",14,"LA McGarrity, DM Huebner…","Minority stress, emotion regulation, and executive function: An experimental investigation of gay and lesbian adults",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219855047","https://scholar.google.com/scholar?cites=15394464007716229837&as_sdt=2005&sciodt=0,5&hl=en",99,2023-09-25 15:51:21,NA,"10.1177/0146167219855047",NA,NA,NA,NA,NA,NA,14,4.67,5,3,3,"Minority stress is associated with emotional, cognitive, and health consequences for sexual minority individuals. Mechanisms remain poorly understood. Theory and preliminary …",NA,"https://scholar.google.com/scholar?q=related:zVJ2n3MfpNUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"473",12,"T Saguy, S Fernández…","Justice agents: Discriminated group members are perceived to be highly committed to social justice",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219845922","https://scholar.google.com/scholar?cites=17985694404570155904&as_sdt=2005&sciodt=0,5&hl=en",100,2023-09-25 15:51:21,NA,"10.1177/0146167219845922",NA,NA,NA,NA,NA,NA,12,4,4,3,3,"We propose that because members of discriminated (vs. advantaged) groups have a history of dealing with injustice, majority group members expect them to be more committed to …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219845922","https://scholar.google.com/scholar?q=related:gIsix8QFmvkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"474",8,"L Huang","Mind–body dissonance: a catalyst to creativity",2020,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219875145","https://scholar.google.com/scholar?cites=7081727986321822356&as_sdt=2005&sciodt=0,5&hl=en",101,2023-09-25 15:51:21,NA,"10.1177/0146167219875145",NA,NA,NA,NA,NA,NA,8,2.67,8,1,3,"Mind–body dissonance (MBD) is the psychological experience of one's bodily expressions contradicting one's mental states. Across four experiments (total N= 887), the current …","https://www.researchgate.net/profile/Li-Huang-36/publication/335964448_Mind-Body_Dissonance_A_Catalyst_to_Creativity/links/5d9b5a2a92851c2f70f3f23e/Mind-Body-Dissonance-A-Catalyst-to-Creativity","https://scholar.google.com/scholar?q=related:lJKnPBVaR2IJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"475",8,"I Shrira","Population diversity and ancestral diversity as distinct contributors to outgroup prejudice",2020,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219880190","https://scholar.google.com/scholar?cites=8002680312201701373&as_sdt=2005&sciodt=0,5&hl=en",102,2023-09-25 15:51:21,NA,"10.1177/0146167219880190",NA,NA,NA,NA,NA,NA,8,2.67,8,1,3,"Previous research has shown conflicting findings on how population diversity influences outgroup prejudice. In some cases, prejudice is greater when minority groups make up a …",NA,"https://scholar.google.com/scholar?q=related:_WfLC1g7D28J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"476",7,"P Irwing, C Cook, TV Pollet…","Comedians' trait level and stage personalities: Evidence for goal-directed personality adaptation",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219867963","https://scholar.google.com/scholar?cites=14375636380029777726&as_sdt=2005&sciodt=0,5&hl=en",103,2023-09-25 15:51:21,NA,"10.1177/0146167219867963",NA,NA,NA,NA,NA,NA,7,2.33,2,4,3,"Recent findings have shown that both trait levels of personality and situational variability in its expression are of importance. So here, the Big Five personality traits of 77 professional …","https://nrl.northumbria.ac.uk/id/eprint/39845/1/Irwing%20et%20al%20-%20Comedians%E2%80%99%20mean%20level%20and%20stage%20personalities%20AAM.pdf","https://scholar.google.com/scholar?q=related:PnfbSx-FgMcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"477",6,"D Shulman, E Halperin, T Kessler…","Exposure to analogous harmdoing increases acknowledgment of ingroup transgressions in intergroup conflicts",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908727","https://scholar.google.com/scholar?cites=4673818908916345111&as_sdt=2005&sciodt=0,5&hl=en",104,2023-09-25 15:51:21,NA,"10.1177/0146167220908727",NA,NA,NA,NA,NA,NA,6,2,2,4,3,"A major barrier to the resolution of intergroup conflicts is the reluctance to acknowledge transgressions committed by one's ingroup toward the outgroup. Existing research …",NA,"https://scholar.google.com/scholar?q=related:F2l24oi93EAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"478",10,"DE Ward, LE Park, K Naragon-Gainey…","Can't buy me love (or friendship): Social consequences of financially contingent self-worth",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220910872","https://scholar.google.com/scholar?cites=2955680940982385342&as_sdt=2005&sciodt=0,5&hl=en",105,2023-09-25 15:51:21,NA,"10.1177/0146167220910872",NA,NA,NA,NA,NA,NA,10,3.33,3,4,3,"Although people may think that money improves one's relationships, research suggests otherwise. Focusing on money is associated with spending less time maintaining …","https://www.researchgate.net/profile/Lora-Park/publication/340035847_Can%27t_Buy_Me_Love_or_Friendship_Social_Consequences_of_Financially_Contingent_Self-Worth/links/5fc1643b92851c933f696599/Cant-Buy-Me-Love-or-Friendship-Social-Consequences-of-Financially-Contingent-Self-Worth.pdf","https://scholar.google.com/scholar?q=related:vrql7CewBCkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"479",6,"H Bai","The Multiple-Matching Perspective on Value Versus Identity: Investigating How Political Ideology and Party Identity Contribute to Citizens' Support for Political …",2020,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/01461672221121381","https://scholar.google.com/scholar?cites=6119229440633495505&as_sdt=2005&sciodt=0,5&hl=en",106,2023-09-25 15:51:21,NA,"10.1177/01461672221121381",NA,NA,NA,NA,NA,NA,6,2,6,1,3,"Past studies on how political value (ie, ideology) and identity (ie, party identity) predict support for candidates often fail to consider both the perspectives of citizens and candidates …",NA,"https://scholar.google.com/scholar?q=related:0V8SVMHe61QJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"480",6,"JH Choi, Y Miyamoto, CD Ryff","A cultural perspective on functional limitations and well-being",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220905712","https://scholar.google.com/scholar?cites=13749207894738191756&as_sdt=2005&sciodt=0,5&hl=en",107,2023-09-25 15:51:21,NA,"10.1177/0146167220905712",NA,NA,NA,NA,NA,NA,6,2,2,3,3,"Functional limitations—difficulty in carrying out activities of daily living—have been linked to poorer well-being in Western cultures. This might be partly due to the lower personal control …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7416449/","https://scholar.google.com/scholar?q=related:jMXd3Lv_zr4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"481",7,"E Balcetis, MT Riccio, DT Duncan…","Keeping the goal in sight: Testing the influence of narrowed visual attention on physical activity",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219861438","https://scholar.google.com/scholar?cites=6131173083652808275&as_sdt=2005&sciodt=0,5&hl=en",108,2023-09-25 15:51:21,NA,"10.1177/0146167219861438",NA,NA,NA,NA,NA,NA,7,2.33,2,4,3,"Rates of physical inactivity continue to rise in the United States. With this work, we tested the efficacy of a strategy affecting the scope of visual attention designed to promote walking as a …","https://journals.sagepub.com/doi/full/10.1177/0146167219861438","https://scholar.google.com/scholar?q=related:U96Pa29NFlUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"482",9,"CA Thorstenson, AD Pazda…","Social perception of facial color appearance for human trichromatic versus dichromatic color vision",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219841641","https://scholar.google.com/scholar?cites=4360854283009894202&as_sdt=2005&sciodt=0,5&hl=en",109,2023-09-25 15:51:21,NA,"10.1177/0146167219841641",NA,NA,NA,NA,NA,NA,9,3,3,3,3,"Typical human color vision is trichromatic, on the basis that we have three distinct classes of photoreceptors. A recent evolutionary account posits that trichromacy facilitates detecting …","https://journals.sagepub.com/doi/full/10.1177/0146167219841641","https://scholar.google.com/scholar?q=related:OqcLmN3dhDwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"483",6,"J Eck, C Schoel, MA Reinhard…","When and why being ostracized affects veracity judgments",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219860135","https://scholar.google.com/scholar?cites=2341862889635496110&as_sdt=2005&sciodt=0,5&hl=en",110,2023-09-25 15:51:21,NA,"10.1177/0146167219860135",NA,NA,NA,NA,NA,NA,6,2,2,4,3,"Ostracism—being ignored and excluded by others—is a ubiquitous experience with adverse effects on well-being. To prevent further exclusion and regain belonging, ostracized …","https://edoc.unibas.ch/71571/1/20210707160041_60e5b3894b033.pdf","https://scholar.google.com/scholar?q=related:rsBk8eP3fyAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"484",8,"KJ Takahashi, A Earl","Effect of extraneous affect on health message reception",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219855042","https://scholar.google.com/scholar?cites=13191621825512487820&as_sdt=2005&sciodt=0,5&hl=en",111,2023-09-25 15:51:21,NA,"10.1177/0146167219855042",NA,NA,NA,NA,NA,NA,8,2.67,4,2,3,"People often avoid paying attention to health messages. One reason is that health messages can evoke negative affect, which produces avoidance. Prior efforts to reduce …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219855042","https://scholar.google.com/scholar?q=related:jDv2eCgOErcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
"485",4,"LV Machia, ML Proulx","The diverging effects of need fulfillment obtained from within and outside of a romantic relationship",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219877849","https://scholar.google.com/scholar?cites=8121117221477114538&as_sdt=2005&sciodt=0,5&hl=en",112,2023-09-25 15:51:21,NA,"10.1177/0146167219877849",NA,NA,NA,NA,NA,NA,4,1.33,2,2,3,"People have diverse psychological needs that they seek to have fulfilled to maximize their well-being. Romantic relationships are the primary source individuals use for need …","https://midus.wisc.edu/findings/pdfs/2010.pdf","https://scholar.google.com/scholar?q=related:qmJz3RUBtHAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020",2020
