X,Reason,Title,DOI,trimmed_title,CombinedCites,CombinedAuthors,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,DOI_missing,CitationURL,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
419,,Parenting orientations in young adulthood: Predicting timing of parenthood and quality of postpartum caregiving.,MISSING_DOI_parenting orientations in young adulthood predicti,parenting orientations in young adulthood predicti,1,"JA Macdonald, S Collins, CJ Greenwood…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2023-21510-001,"https://scholar.google.com/scholar?cites=4094301923973269163&as_sdt=2005&sciodt=0,5&hl=en",132,TRUE,NA,1,1,0,4,1,"Most but not all adults become parents, yet it remains unclear which characteristics indicate an orientation toward parenting. The aims of this study were to (a) distinguish profiles of …",NA,"https://scholar.google.com/scholar?q=related:qwagRejh0TgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
422,,Partisan-motivated sampling: Re-examining politically motivated reasoning across the information processing stream.,MISSING_DOI_partisanmotivated sampling reexamining politically,partisanmotivated sampling reexamining politically,10,"Y Derreumaux, R Bergh, BL Hughes",2022,Journal of Personality and …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/123/2/316/,"https://scholar.google.com/scholar?cites=12289357425401061082&as_sdt=2005&sciodt=0,5&hl=en",118,TRUE,NA,10,10,3,3,1,"Abstract The United States is increasingly politically polarized, fueling intergroup conflict and intensifying partisan biases in cognition and behavior. To date, research on intergroup bias …",NA,"https://scholar.google.com/scholar?q=related:2t7WcneRjKoJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
424,,Pelaksanaan Pemberian Kesempatan Kerja Bagi Penyandang Disabilitas Netra Di Daerah Istimewa Yogyakarta,MISSING_DOI_pelaksanaan pemberian kesempatan kerja bagi penyan,pelaksanaan pemberian kesempatan kerja bagi penyan,2,A Tosirin,2017,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=1461614331312376483&as_sdt=2005&sciodt=0,5&hl=en",126,TRUE,NA,2,0.33,2,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:o4p-iH2ySBQJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
425,,Pemaparan Metode Penelitian Kuantitatif,MISSING_DOI_pemaparan metode penelitian kuantitatif,pemaparan metode penelitian kuantitatif,3,W Fleeson,2017,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=18351048241743549994&as_sdt=2005&sciodt=0,5&hl=en",116,TRUE,NA,3,0.5,3,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:KlYu2SUFrP4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
426,,Pengaruh Model Pembelajaran Kooperatif Tipe TGT (Teams Games Tournament) Dengan Bantuan Question Card Terhadap Hasil Belajar Matematika Siswa,MISSING_DOI_pengaruh model pembelajaran kooperatif tipe tgt te,pengaruh model pembelajaran kooperatif tipe tgt te,5,L Rahmalina,2017,Journal of Personality and Social Psychology,simki.unpkediri.ac.id,http://simki.unpkediri.ac.id/mahasiswa/file_artikel/2017/12.1.01.05.0063.pdf,"https://scholar.google.com/scholar?cites=2321672464505794798&as_sdt=2005&sciodt=0,5&hl=en",111,TRUE,NA,5,0.83,5,1,6,Penelitian ini dilatar belakangi dari hasil pengalaman dan pengamatan peneliti bahwa matematika selalu dianggap pelajaran yang sulit dimengerti dan membosankan …,http://simki.unpkediri.ac.id/mahasiswa/file_artikel/2017/12.1.01.05.0063.pdf,"https://scholar.google.com/scholar?q=related:7nCsQ848OCAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
427,,Penyebaran COVID 19 Berdampak Terhadap Dunia Pendidikan,MISSING_DOI_penyebaran covid 19 berdampak terhadap dunia pendi,penyebaran covid 19 berdampak terhadap dunia pendi,2,M Taufik,2020,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=17160905621214907067&as_sdt=2005&sciodt=0,5&hl=en",138,TRUE,NA,2,0.67,2,1,3,NA,NA,"https://scholar.google.com/scholar?q=related:u8qEeL3IJ-4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
430,,People in historically rice-farming areas are less happy and socially compare more than people in wheat-farming areas.,MISSING_DOI_people in historically ricefarming areas are less ,people in historically ricefarming areas are less ,5,"CS Lee, T Talhelm, X Dong",2022,… of personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/record/2023-14674-001,"https://scholar.google.com/scholar?cites=4658608024393913281&as_sdt=2005&sciodt=0,5&hl=en",30,TRUE,NA,5,5,2,3,1,"Using two nationally representative surveys, we find that people in China's historically rice-farming areas are less happy than people in wheat areas. This is a puzzle because the rice …",NA,"https://scholar.google.com/scholar?q=related:wZPI2VCzpkAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
456,,PGS for Educational Attainment Captures DNA Variants Shared between Personality Traits and Educational Achievement,MISSING_DOI_pgs for educational attainment captures dna varian,pgs for educational attainment captures dna varian,2,"SW Emily, S Saskia",2019,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=13608295447639447487&as_sdt=2005&sciodt=0,5&hl=en",119,TRUE,NA,2,0.5,1,2,4,NA,NA,"https://scholar.google.com/scholar?q=related:v1cdG5xg2rwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
459,,"Play, philosophy and performance/edited by",MISSING_DOI_play philosophy and performanceedited by,play philosophy and performanceedited by,0,E Ryall,2021,Journal of Personality and Social Psychology,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780429323737&type=googlepdf,NA,144,TRUE,NA,0,0,0,1,2,"Title: Play, philosophy and performance/edited by Malcolm MacLean, Wendy Russell and Emily Ryall. Description: First Edition.| New York: Routledge, 2021.| Includes bibliographical …",NA,"https://scholar.google.com/scholar?q=related:PwDfqIr9SHwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021"
465,,Population densities and human life history strategies,MISSING_DOI_population densities and human life history strate,population densities and human life history strate,4,"O Sng, SL Neuberg, MEW Varnum, DT Kenrick",2017,… Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=11728756216315002532&as_sdt=2005&sciodt=0,5&hl=en",97,TRUE,NA,4,0.67,1,4,6,NA,NA,"https://scholar.google.com/scholar?q=related:pD6cGqPpxKIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
466,,"Positivity in peer perceptions over time: Personality explains variation at zero-acquaintance, popularity explains differential change.",MISSING_DOI_positivity in peer perceptions over time personali,positivity in peer perceptions over time personali,6,"R Rau, EN Carlson, M Dufner, K Geukes…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2022-27825-001,"https://scholar.google.com/scholar?cites=15578806582612061418&as_sdt=2005&sciodt=0,5&hl=en",102,TRUE,NA,6,6,1,5,1,"People have characteristic ways of perceiving others' personalities. When judging others on several traits, some perceivers tend to form globally positive and others tend to form globally …",https://psyarxiv.com/2gqf6/download?format=pdf,"https://scholar.google.com/scholar?q=related:6uwb_QsKM9gJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
468,,Posture &Pressure Management: Social Psychological Explanations for Compliance with Use of Clinically Prescribed Seating Functions,MISSING_DOI_posture pressure management social psychological e,posture pressure management social psychological e,0,"D Bowers, R Taylor, K Morgan, L Abbott",2017,… Personality and Social Psychology,pmguk.co.uk,https://www.pmguk.co.uk/web/data/page_files/Research/Final%20Report%2023-2-18.pdf,NA,106,TRUE,NA,0,0,0,4,#NAME?,This report summarises a project conducted with users of powered wheelchairs to explore their experiences of their prescribed chair features. A series of semi-structured interviews …,https://www.pmguk.co.uk/web/data/page_files/Research/Final%20Report%2023-2-18.pdf,"https://scholar.google.com/scholar?q=related:WpO1PvUnraEJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
469,,"Predicting educational and social–emotional outcomes in emerging adulthood from intelligence, personality, and socioeconomic status.",MISSING_DOI_predicting educational and socialemotional outcome,predicting educational and socialemotional outcome,4,"ZF Haider, S von Stumm",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-59895-001,"https://scholar.google.com/scholar?cites=6293359445580838771&as_sdt=2005&sciodt=0,5&hl=en",79,TRUE,NA,4,4,2,2,1,"Emerging adulthood describes the developmental life stage between adolescence and adulthood, when young people gain important educational and social–emotional skills …",https://scottbarrykaufman.com/wp-content/uploads/2022/05/Haider-von-Stumm-IQ-B5-SES-prediction-JPSP.pdf,"https://scholar.google.com/scholar?q=related:c_exdRKBVlcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
472,,Presentation in self-posted facial images can expose sexual orientation: Implications for research and privacy.,MISSING_DOI_presentation in selfposted facial images can expos,presentation in selfposted facial images can expos,4,D Wang,2022,Journal of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-52639-001,"https://scholar.google.com/scholar?cites=6032574759049238885&as_sdt=2005&sciodt=0,5&hl=en",126,TRUE,NA,4,4,4,1,1,"Recent research has found that facial recognition algorithms can accurately classify people's sexual orientations using naturalistic facial images, highlighting a severe risk to privacy. This …",https://psyarxiv.com/u7vcd/download?format=pdf,"https://scholar.google.com/scholar?q=related:ZRkeCsgCuFMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
474,,Priority of racial and gender categorization of faces: A social task demand framework.,MISSING_DOI_priority of racial and gender categorization of fa,priority of racial and gender categorization of fa,1,"T Zhang, Y Zhou, S Han",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-80175-001,"https://scholar.google.com/scholar?cites=15378899726454433754&as_sdt=2005&sciodt=0,5&hl=en",112,TRUE,NA,1,1,0,3,1,Social categorization of faces occurs along multiple dimensions such as race and gender and influences interpersonal interactions widely. Does social categorization of faces along …,NA,"https://scholar.google.com/scholar?q=related:2ier_9HTbNUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
476,,Prosocialitet och positiv affekt: hur minnen av att ge och få beröm påverkar positiva känslor,MISSING_DOI_prosocialitet och positiv affekt hur minnen av att,prosocialitet och positiv affekt hur minnen av att,0,"A Danielsson, A Danielsson",2022,… of Personality and Social Psychology,researchportal.hkr.se,https://researchportal.hkr.se/files/43217338/Uppsats_AnnaDanielsson.pdf,NA,170,TRUE,NA,0,0,0,2,#NAME?,Prosociala handlingar har en positiv inverkan på välmående. Detta gäller både vid givande och mottagande av prosocialitet. Det har även visats att minnen av att ge prosociala …,https://researchportal.hkr.se/files/43217338/Uppsats_AnnaDanielsson.pdf,"https://scholar.google.com/scholar?q=related:g0ps06-PTXUJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
489,,Reckless gambles and responsible ventures: Racialized prototypes of risk-taking.,MISSING_DOI_reckless gambles and responsible ventures racializ,reckless gambles and responsible ventures racializ,7,"JE Wages III, SP Perry…",2022,… personality and social …,psycnet.apa.org,https://psycnet.apa.org/journals/psp/122/2/202/,"https://scholar.google.com/scholar?cites=12591690444589307048&as_sdt=2005&sciodt=0,5&hl=en",134,TRUE,NA,7,7,2,3,1,"Risk-taking is sometimes admired and sometimes disparaged. In this research, we examine previously unexplored questions concerning how membership in social groups is related to …",https://psyarxiv.com/2nphk/download?format=pdf,"https://scholar.google.com/scholar?q=related:qBRt576rvq4J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
494,,Reducing mortality,MISSING_DOI_reducing mortality,reducing mortality,29,WHO Newborns,2018,Journal of Personality and Social Psychology [Internet],NA,NA,"https://scholar.google.com/scholar?cites=14133176206629169683&as_sdt=2005&sciodt=0,5&hl=en",119,TRUE,NA,29,5.8,29,1,5,NA,NA,"https://scholar.google.com/scholar?q=related:E2oiEOEgI8QJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
497,,Regional personality differences predict variation in early COVID-19 infections and mobility patterns indicative of social distancing.,MISSING_DOI_regional personality differences predict variation,regional personality differences predict variation,7,"H Peters, FM Götz, T Ebert, SR Müller…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2023-03751-001,"https://scholar.google.com/scholar?cites=160088426551345791&as_sdt=2005&sciodt=0,5&hl=en",12,TRUE,NA,7,7,1,5,1,The early stages of the COVID-19 pandemic revealed stark regional variation in the spread of the virus. While previous research has highlighted the impact of regional differences in …,NA,"https://scholar.google.com/scholar?q=related:f4I-ZZO_OAIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
513,,Revisiting extraversion and leadership emergence: A social network churn perspective.,MISSING_DOI_revisiting extraversion and leadership emergence a,revisiting extraversion and leadership emergence a,10,"B Landis, JM Jachimowicz, DJ Wang…",2022,… and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-44213-001,"https://scholar.google.com/scholar?cites=10431369047352093521&as_sdt=2005&sciodt=0,5&hl=en",48,TRUE,NA,10,10,3,4,1,"One of the classic relationships in personality psychology is that extraversion is associated with emerging as an informal leader. However, recent findings raise questions about the …",https://psycnet.apa.org/psycarticles/2022-44213-001.pdf,"https://scholar.google.com/scholar?q=related:USttfOGqw5AJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
515,,Revisiting the rigidity-of-the-right hypothesis: A meta-analytic review.,MISSING_DOI_revisiting the rigidityoftheright hypothesis a met,revisiting the rigidityoftheright hypothesis a met,9,"TH Costello, SM Bowes, MW Baldwin…",2022,Journal of Personality …,psycnet.apa.org,https://psycnet.apa.org/record/2023-14089-001,"https://scholar.google.com/scholar?cites=12414705669687858020&as_sdt=2005&sciodt=0,5&hl=en",61,TRUE,NA,9,9,2,4,1,"The rigidity-of-the-right hypothesis (RRH), which posits that cognitive, motivational, and ideological rigidity resonate with political conservatism, is an influential but controversial …",https://www.researchgate.net/profile/Thomas-Costello-9/publication/365097219_Revisiting_the_rigidity-of-the-right_hypothesis_A_meta-analytic_review/links/63653ce354eb5f547ca2897e/Revisiting-the-rigidity-of-the-right-hypothesis-A-meta-analytic-review.pdf,"https://scholar.google.com/scholar?q=related:ZNPF2AflSawJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
526,,Seeing Danger Instead of Opportunity: How Powerlessness Enhances Bottom-Up Attention Allocation Towards Threat-Related Stimuli,MISSING_DOI_seeing danger instead of opportunity how powerless,seeing danger instead of opportunity how powerless,0,"R Willardt, PC Schmid",2020,Journal of Personality and Social Psychology,osf.io,https://osf.io/28efa/files/osfstorage/5e65f8a2a096450324053123/?action=download,NA,135,TRUE,NA,0,0,0,2,3,"Background Present Research Study 1: Dot Probe Paradigm Study 2: Visual Search Paradigm Discussion Page 1 Partners Eysenck, MW, Derakshan, N., Santos, R., &Calvo …",NA,"https://scholar.google.com/scholar?q=related:1V_xMnrVxBsJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
530,,Seeing you reminds me of things that never happened: Attachment anxiety predicts false memories when people can see the communicator.,MISSING_DOI_seeing you reminds me of things that never happene,seeing you reminds me of things that never happene,1,"NW Hudson, WJ Chopik",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2023-14277-001?doi=1,"https://scholar.google.com/scholar?cites=7117045798949032036&as_sdt=2005&sciodt=0,5&hl=en",70,TRUE,NA,1,1,1,2,1,"Previous research suggests that attachment avoidance is robustly linked to memory errors of omission—such as forgetting information or events that have occurred. Moreover, these …","https://www.nathanwhudson.com/vita/pdf/Hudson%20&%20Chopik,%202023.pdf","https://scholar.google.com/scholar?q=related:ZBCLSHLTxGIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
544,,"Sistema de prevención de riesgos ergonómicos para el personal administrativo en el Hospital Andino de Chimborazo, de mayo a septiembre del 2017",MISSING_DOI_sistema de prevención de riesgos ergonómicos para ,sistema de prevención de riesgos ergonómicos para ,3,V Tixe,2017,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=12494158925581413662&as_sdt=2005&sciodt=0,5&hl=en",117,TRUE,NA,3,0.5,3,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:Hm2OjlgrZK0J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
546,,Six dimensions describe action understanding: The ACT-FASTaxonomy.,MISSING_DOI_six dimensions describe action understanding the a,six dimensions describe action understanding the a,10,"MA Thornton, DI Tamir",2022,… of personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/record/2021-89477-001,"https://scholar.google.com/scholar?cites=4365259934505053758&as_sdt=2005&sciodt=0,5&hl=en",76,TRUE,NA,10,10,5,2,1,"Humans engage in a wide variety of different actions and activities. These range from simple motor actions like reaching for an object, to complex activities like governing a nation …",https://psycnet.apa.org/manuscript/2021-89477-001.pdf,"https://scholar.google.com/scholar?q=related:Pi5rRMiElDwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
555,,Social dominance orientation and right-wing authoritarianism across the adult lifespan: An examination of aging and cohort effects.,MISSING_DOI_social dominance orientation and rightwing authori,social dominance orientation and rightwing authori,6,"E Zubielevitch, D Osborne, P Milojev…",2022,… and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-71241-001,"https://scholar.google.com/scholar?cites=15173836933833601621&as_sdt=2005&sciodt=0,5&hl=en",99,TRUE,NA,6,6,2,4,1,"Social dominance orientation (SDO) and right-wing authoritarianism (RWA) are foundational constructs in intergroup relations, yet their development across the lifespan is poorly …",NA,"https://scholar.google.com/scholar?q=related:VbLaAExMlNIJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
561,,Social norms govern what behaviors come to mind—And what do not.,MISSING_DOI_social norms govern what behaviors come to mindand,social norms govern what behaviors come to mindand,2,"DA Kalkstein, CJ Hook, BM Hard…",2022,… of Personality and Social …,psycnet.apa.org,https://psycnet.apa.org/record/2023-18691-001,"https://scholar.google.com/scholar?cites=9158364486063031515&as_sdt=2005&sciodt=0,5&hl=en",122,TRUE,NA,2,2,1,4,1,"It is well known that norms influence behavior. Beyond simply shaping what people do, we argue that norms constrain what behaviors even come to mind as options, effectively …",https://www.researchgate.net/profile/David-Kalkstein/publication/365496864_Social_norms_govern_what_behaviors_come_to_mind-And_what_do_not/links/63fd005b0d98a97717c161ca/Social-Norms-Govern-What-Behaviors-Come-to-Mind-And-What-Do-Not.pdf,"https://scholar.google.com/scholar?q=related:2wRXG_oLGX8J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
572,,"Stereotyping and Evaluation in Implicit Race Bias: Evidence for Independent Constructs and Unique Effects on Behavior (vol 91 pg 652, 2006)",MISSING_DOI_stereotyping and evaluation in implicit race bias ,stereotyping and evaluation in implicit race bias ,0,"DM Amodio, PG Devine",2020,JOURNAL OF …,AMER PSYCHOLOGICAL ASSOC …,NA,NA,137,TRUE,NA,0,0,0,2,3,NA,NA,"https://scholar.google.com/scholar?q=related:kSGhQoxiRFAJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
576,,Surprised elaboration: When White men get longer sentences.,MISSING_DOI_surprised elaboration when white men get longer se,surprised elaboration when white men get longer se,4,"L Eskreis-Winkler, A Fishbach",2022,… personality and social psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-36289-001,"https://scholar.google.com/scholar?cites=10616913612068658878&as_sdt=2005&sciodt=0,5&hl=en",116,TRUE,NA,4,4,2,2,1,We present a new consequence of stereotypes: they affect the length of communications. People say more about events that violate common stereotypes than those that confirm …,https://www.researchgate.net/profile/Ayelet-Fishbach/publication/358916496_Surprised_elaboration_When_White_men_get_longer_sentences/links/62f3ba2679550d6d1c6f899b/Surprised-elaboration-When-White-men-get-longer-sentences.pdf,"https://scholar.google.com/scholar?q=related:vp5c6q3aVpMJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
578,,Taşköprü (Kastamonu) Atıksu Arıtma Tesisi İçin Proje Aşamasında öngörülen ve mevcut durumda sağlanan verimin sürekliliğinin karşılaştırılması,MISSING_DOI_taşköprü kastamonu atıksu arıtma tesisi i̇çin proj,taşköprü kastamonu atıksu arıtma tesisi i̇çin proj,5,A Şama,2017,Journal Of Personality And Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=17823502691063555864&as_sdt=2005&sciodt=0,5&hl=en",114,TRUE,NA,5,0.83,5,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:GOcPukPNWfcJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
582,,Testing the bottom-up and top-down models of self-esteem: A meta-analysis of longitudinal studies.,MISSING_DOI_testing the bottomup and topdown models of selfest,testing the bottomup and topdown models of selfest,2,"LC Dapp, S Krauss, U Orth",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2023-13858-001,"https://scholar.google.com/scholar?cites=4164401165049638081&as_sdt=2005&sciodt=0,5&hl=en",58,TRUE,NA,2,2,1,3,1,"The present meta-analysis tests the bottom-up and top-down models of self-esteem, by synthesizing the available longitudinal evidence on prospective effects between global and …",https://psycnet.apa.org/psycarticles/2023-13858-001.pdf,"https://scholar.google.com/scholar?q=related:wawBscvsyjkJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
584,,"Texto Paralelo para el Curso E111. 6 Diseño, Ejecución y Evaluación de Proyectos Curriculares Facultad de Humanidades, Universidad de San Carlos …",MISSING_DOI_texto paralelo para el curso e111 6 diseño ejecuci,texto paralelo para el curso e111 6 diseño ejecuci,2,NM Corado Fuentes,2017,Journal of Personality and Social Psychology,NA,NA,"https://scholar.google.com/scholar?cites=14716850756664733355&as_sdt=2005&sciodt=0,5&hl=en",121,TRUE,NA,2,0.33,2,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:q65wO8rBPMwJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
594,,The business case for diversity backfires: Detrimental effects of organizations' instrumental diversity rhetoric for underrepresented group members' sense of belonging.,MISSING_DOI_the business case for diversity backfires detrimen,the business case for diversity backfires detrimen,27,"OAM Georgeac, A Rattan",2022,… of Personality and Social Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2022-67520-001?doi=1,"https://scholar.google.com/scholar?cites=9216605942076076318&as_sdt=2005&sciodt=0,5&hl=en",13,TRUE,NA,27,27,14,2,1,"Many organizations offer justifications for why diversity matters, that is, organizational diversity cases. We investigated their content, prevalence, and consequences for …",https://lbsresearch.london.edu/id/eprint/2220/1/Manuscript_RR1%20Rattan%20jan%2022.docx,"https://scholar.google.com/scholar?q=related:HvEyzEX2538J:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
595,,The causal effect of testosterone on men's competitive behavior is moderated by basal cortisol and cues to an opponent's status: Evidence for a context-dependent …,MISSING_DOI_the causal effect of testosterone on mens competit,the causal effect of testosterone on mens competit,8,"EL Knight, PJ Morales, CB Christian…",2022,… personality and social …,psycnet.apa.org,https://psycnet.apa.org/record/2022-35004-001,"https://scholar.google.com/scholar?cites=15608861177353285376&as_sdt=2005&sciodt=0,5&hl=en",145,TRUE,NA,8,8,2,4,1,"Testosterone has been theorized to direct status-seeking behaviors, including competitive behavior. However, most human studies to date have adopted correlational designs, and …",https://psycnet.apa.org/manuscript/2022-35004-001.pdf,"https://scholar.google.com/scholar?q=related:AC-HoIrQndgJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2022&as_yhi=2022"
615,,The effects of gamified customer benefits and,MISSING_DOI_the effects of gamified customer benefits and,the effects of gamified customer benefits and,0,"S Jang, PJ Kitchen, J Kim",2019,Journal of Personality and Social Psychology,core.ac.uk,https://core.ac.uk/download/pdf/199214860.pdf,NA,113,TRUE,NA,0,0,0,3,#NAME?,"This study investigates how gamified customer benefits (epistemic, social integrative, and personal integrative) and customer characteristics (age and experience) influence marketing …",https://core.ac.uk/download/pdf/199214860.pdf,"https://scholar.google.com/scholar?q=related:OtJeoBdff1wJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
619,,The efficacy of multi-sensory writing instruction Fernald on the dyslexia,MISSING_DOI_the efficacy of multisensory writing instruction f,the efficacy of multisensory writing instruction f,6,A Costa; A Pirn,2019,Journal of personality and Social psychology,NA,NA,"https://scholar.google.com/scholar?cites=5943517949857137315&as_sdt=2005&sciodt=0,5&hl=en",115,TRUE,NA,4,1,4,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:o4Jk1RWee1IJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
625,,The Fourth Industrial Revolution and knowledge management: Early stage conceptualisation,MISSING_DOI_the fourth industrial revolution and knowledge man,the fourth industrial revolution and knowledge man,3,"W Fleeson, E Jayawickreme, A Jones, NA Brown…",2017,Journal of Personality and …,NA,NA,"https://scholar.google.com/scholar?cites=8674828008865439234&as_sdt=2005&sciodt=0,5&hl=en",100,TRUE,NA,3,0.5,1,5,6,NA,NA,"https://scholar.google.com/scholar?q=related:Ap4I5BwuY3gJ:scholar.google.com/&scioq=source:%22journal+of+personality+and+social+psychology%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
