term,doi,page,author,title
accessib,park-et-al-2018-distinguishing-dismissing-from-fearful-attachment-in-the-association-between-closeness-and-commitment.pdf,9,"Yoobin Park, Anik De...",Distinguishing Dismissing From Fearful A...
Chronic illness,pasek-cook-2017-religion-from-the-target-s-perspective-a-portrait-of-religious-threat-and-its-consequences-in-the.pdf,4,Michael H. Pasek and...,Religion From the Targets Perspective: ...
Dysfunction,pietromonaco-et-al-2021-depressive-symptoms-external-stress-and-marital-adjustment-the-buffering-effect-of-partner-s.pdf,12,Paula R. Pietromonac...,"Depressive Symptoms, External Stress, an..."
Chronic illness,pietromonaco-et-al-2021-depressive-symptoms-external-stress-and-marital-adjustment-the-buffering-effect-of-partner-s.pdf,12,Paula R. Pietromonac...,"Depressive Symptoms, External Stress, an..."
Handicap,puryear-vandello-2018-inflammatory-comments-elicit-less-outrage-when-made-in-anonymous-online-contexts.pdf,2,Curtis Puryear and J...,Inflammatory Comments Elicit Less Outrag...
deficien,puryear-vandello-2018-inflammatory-comments-elicit-less-outrage-when-made-in-anonymous-online-contexts.pdf,1,Curtis Puryear and J...,Inflammatory Comments Elicit Less Outrag...
\blame,ramos-et-al-2021-the-role-of-short-term-and-longer-term-immigration-trends-on-voting-for-populist-radical-right-parties.pdf,11,"Miguel R. Ramos, San...",The Role of Short-Term and Longer Term I...
accessib,ramos-moriconi-2017-corruption-in-latin-america-stereotypes-of-politicians-and-their-implications-for-affect-and.pdf,3,Miguel R. Ramos and ...,Corruption in Latin America
accessib,randles-et-al-2017-experienced-adversity-in-life-is-associated-with-polarized-and-affirmed-political-attitudes.pdf,6,"Daniel Randles, Stev...",Experienced Adversity in Life Is Associa...
accessib,rauthmann-et-al-2018-do-self-reported-traits-and-aggregated-states-capture-the-same-thing-a-nomological-perspective-on.pdf,6,"John F. Rauthmann, K...",Do Self-Reported Traits and Aggregated S...
accessib,razavi-et-al-2019-benefits-associated-with-experiential-and-material-purchases-may-depend-on-culture.pdf,3,"Pooya Razavi, Hadi S...",Benefits Associated With Experiential an...
disab,refaie-mishra-2020-embodied-capital-and-risk-related-traits-attitudes-behaviors-and-outcomes-an-exploratory-examination.pdf,15,Nabhan Refaie and Sa...,Embodied Capital and Risk-Related Traits...
Impairment,refaie-mishra-2020-embodied-capital-and-risk-related-traits-attitudes-behaviors-and-outcomes-an-exploratory-examination.pdf,14,Nabhan Refaie and Sa...,Embodied Capital and Risk-Related Traits...
Handicap,refaie-mishra-2020-embodied-capital-and-risk-related-traits-attitudes-behaviors-and-outcomes-an-exploratory-examination.pdf,14,Nabhan Refaie and Sa...,Embodied Capital and Risk-Related Traits...
Handicap,refaie-mishra-2020-embodied-capital-and-risk-related-traits-attitudes-behaviors-and-outcomes-an-exploratory-examination.pdf,16,Nabhan Refaie and Sa...,Embodied Capital and Risk-Related Traits...
Chronic illness,rheinschmidt-same-et-al-2016-ethnically-based-theme-house-residency-and-expected-discrimination-predict-downstream.pdf,5,Michelle Rheinschmid...,Ethnically-Based Theme House Residency a...
Chronic illness,robbins-2017-practical-suggestions-for-legal-and-ethical-concerns-with-social-environment-sampling-methods.pdf,3,Megan L. Robbins,Practical Suggestions for Legal and Ethi...
accessib,rosenfeld-et-al-2019-mostly-vegetarian-but-flexible-about-it-investigating-how-meat-reducers-express-social-identity.pdf,2,"Daniel L. Rosenfeld,...","Mostly Vegetarian, But Flexible About It..."
\blame,ross-et-al-2020-racial-disparities-in-police-use-of-deadly-force-against-unarmed-individuals-persist-after.pdf,6,"Cody T. Ross, Bruce ...",Racial Disparities in Police Use of Dead...
Dysfunction,roth-et-al-2017-income-inequality-life-satisfaction-and-economic-worries.pdf,9,"Bettina Roth, Elisab...","Income Inequality, Life Satisfaction, an..."
disab,roussos-dovidio-2018-hate-speech-is-in-the-eye-of-the-beholder-the-influence-of-racial-attitudes-and-freedom-of-speech.pdf,1,Gina Roussos and Joh...,Hate Speech Is in the Eye of the Beholde...
accessib,saab-et-al-2020-the-status-of-arabic-social-psychology-a-review-of-21st-century-research-articles.pdf,3,"Rim Saab, Arin H. Ay...",The Status of Arabic Social Psychology: ...
accessib,saab-et-al-2020-the-status-of-arabic-social-psychology-a-review-of-21st-century-research-articles.pdf,5,"Rim Saab, Arin H. Ay...",The Status of Arabic Social Psychology: ...
accessib,saab-et-al-2020-the-status-of-arabic-social-psychology-a-review-of-21st-century-research-articles.pdf,6,"Rim Saab, Arin H. Ay...",The Status of Arabic Social Psychology: ...
accessib,saab-et-al-2020-the-status-of-arabic-social-psychology-a-review-of-21st-century-research-articles.pdf,8,"Rim Saab, Arin H. Ay...",The Status of Arabic Social Psychology: ...
accessib,saab-et-al-2020-the-status-of-arabic-social-psychology-a-review-of-21st-century-research-articles.pdf,9,"Rim Saab, Arin H. Ay...",The Status of Arabic Social Psychology: ...
accessib,saab-et-al-2020-the-status-of-arabic-social-psychology-a-review-of-21st-century-research-articles.pdf,10,"Rim Saab, Arin H. Ay...",The Status of Arabic Social Psychology: ...
Dysfunction,santos-grossmann-2020-cross-temporal-exploration-of-the-relationship-between-wisdom-related-cognitive-broadening-and.pdf,9,Henri C. Santos and ...,Cross-Temporal Exploration of the Relati...
accessib,sawaoka-monin-2019-outraged-but-sympathetic-ambivalent-emotions-limit-the-influence-of-viral-outrage.pdf,3,Takuya Sawaoka and B...,Outraged but Sympathetic: Ambivalent Emo...
Syndrome,schmalor-heine-2021-subjective-economic-inequality-decreases-emotional-intelligence-especially-for-people-of-high.pdf,9,Anita Schmalor and S...,Subjective Economic Inequality Decreases...
disab,schofield-butterworth-2017-are-negative-community-attitudes-toward-welfare-recipients-associated-with-unemployment.pdf,13,Timothy P. Schofield...,Are Negative Community Attitudes Toward ...
Dysfunction,selcuk-et-al-2016-perceived-partner-responsiveness-predicts-better-sleep-quality-through-lower-anxiety.pdf,1,"Emre Selcuk, Sarah C...",Perceived Partner Responsiveness Predict...
Dysfunction,selcuk-et-al-2016-perceived-partner-responsiveness-predicts-better-sleep-quality-through-lower-anxiety.pdf,4,"Emre Selcuk, Sarah C...",Perceived Partner Responsiveness Predict...
Dysfunction,sidari-et-al-2020-preferences-for-sexually-dimorphic-body-characteristics-revealed-in-a-large-sample-of-speed-daters.pdf,9,"Morgan J. Sidari, An...",Preferences for Sexually Dimorphic Body ...
Dysfunction,sidari-et-al-2020-preferences-for-sexually-dimorphic-body-characteristics-revealed-in-a-large-sample-of-speed-daters.pdf,10,"Morgan J. Sidari, An...",Preferences for Sexually Dimorphic Body ...
Dysfunction,sidari-et-al-2020-preferences-for-sexually-dimorphic-body-characteristics-revealed-in-a-large-sample-of-speed-daters.pdf,12,"Morgan J. Sidari, An...",Preferences for Sexually Dimorphic Body ...
Syndrome,sidari-et-al-2020-preferences-for-sexually-dimorphic-body-characteristics-revealed-in-a-large-sample-of-speed-daters.pdf,12,"Morgan J. Sidari, An...",Preferences for Sexually Dimorphic Body ...
Syndrome,siritzky-et-al-2021-the-role-of-personality-in-shaping-pandemic-response-systemic-sociopolitical-factors-drive-country.pdf,17,"Meghan Siritzky, Dav...",The Role of Personality in Shaping Pande...
Impairment,sleegers-et-al-2020-pupillometry-and-hindsight-bias-physiological-arousal-predicts-compensatory-behavior.pdf,6,Willem W. A. Sleeger...,Pupillometry and Hindsight Bias: Physiol...
Syndrome,sleegers-et-al-2020-pupillometry-and-hindsight-bias-physiological-arousal-predicts-compensatory-behavior.pdf,1,Willem W. A. Sleeger...,Pupillometry and Hindsight Bias: Physiol...
Syndrome,sleegers-et-al-2020-pupillometry-and-hindsight-bias-physiological-arousal-predicts-compensatory-behavior.pdf,5,Willem W. A. Sleeger...,Pupillometry and Hindsight Bias: Physiol...
disab,slepian-jacoby-senghor-2020-identity-threats-in-everyday-life-distinguishing-belonging-from-inclusion.pdf,4,Michael L. Slepian a...,Identity Threats in Everyday Life: Disti...
accessib,slepian-moulton-tetlock-2018-confiding-secrets-and-well-being.pdf,10,Michael L. Slepian a...,Confiding Secrets and Well-Being
Handicap,smith-apicella-2019-hadza-hunter-gatherers-disagree-on-perceptions-of-moral-character.pdf,9,Kristopher M. Smith ...,Hadza Hunter-Gatherers Disagree on Perce...
disab,sortheix-et-al-2017-changes-in-young-europeans-values-during-the-global-financial-crisis.pdf,4,Florencia M. Sorthei...,Changes in Young Europeans Values Durin...
accessib,south-palomares-young-2017-facial-first-impressions-of-partner-preference-traits-trustworthiness-status-and.pdf,10,Jennifer K. South Pa...,Facial First Impressions of Partner Pref...
accessib,spielmann-et-al-2021-mental-health-contributors-among-transgender-people-in-a-non-weird-society-evidence-from-china.pdf,2,"Julia Spielmann, Siq...",Mental Health Contributors Among Transge...
accessib,spring-et-al-2018-intentional-and-unintentional-empathy-for-pain-among-physicians-and-nonphysicians.pdf,2,"Victoria L. Spring, ...",Intentional and Unintentional Empathy fo...
accessib,spring-et-al-2018-intentional-and-unintentional-empathy-for-pain-among-physicians-and-nonphysicians.pdf,4,"Victoria L. Spring, ...",Intentional and Unintentional Empathy fo...
accessib,spring-et-al-2018-intentional-and-unintentional-empathy-for-pain-among-physicians-and-nonphysicians.pdf,5,"Victoria L. Spring, ...",Intentional and Unintentional Empathy fo...
accessib,stagnaro-et-al-2017-profit-versus-prejudice-harnessing-self-interest-to-reduce-in-group-bias.pdf,8,"Michael N. Stagnaro,...",Profit Versus Prejudice
Defect,stagnaro-et-al-2017-profit-versus-prejudice-harnessing-self-interest-to-reduce-in-group-bias.pdf,8,"Michael N. Stagnaro,...",Profit Versus Prejudice
Defect,stagnaro-et-al-2017-profit-versus-prejudice-harnessing-self-interest-to-reduce-in-group-bias.pdf,9,"Michael N. Stagnaro,...",Profit Versus Prejudice
deficien,stanton-et-al-2017-mothers-attachment-is-linked-to-their-children-s-anti-inflammatory-gene-expression-via-maternal.pdf,3,"Sarah C. E. Stanton,...",Mothers Attachment is Linked to Their C...
deficien,stanton-et-al-2017-mothers-attachment-is-linked-to-their-children-s-anti-inflammatory-gene-expression-via-maternal.pdf,9,"Sarah C. E. Stanton,...",Mothers Attachment is Linked to Their C...
Syndrome,stanton-et-al-2017-mothers-attachment-is-linked-to-their-children-s-anti-inflammatory-gene-expression-via-maternal.pdf,9,"Sarah C. E. Stanton,...",Mothers Attachment is Linked to Their C...
deficien,stavrova-denissen-2020-does-using-social-media-jeopardize-well-being-the-importance-of-separating-within-from-between.pdf,9,Olga Stavrova and Ja...,Does Using Social Media Jeopardize Well-...
accessib,stein-swan-2018-deeply-confusing-conflating-difficulty-with-deep-revelation-on-personality-assessment.pdf,8,Randy Stein and Alex...,Deeply Confusing: Conflating Difficulty ...
disab,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,1,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
disab,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,7,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
Dysfunction,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,7,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
Dysfunction,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,8,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
Impairment,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,7,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
functional limitation,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,6,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
of daily living,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,6,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
of daily living,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,7,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
frail,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,5,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
frail,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,7,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
Syndrome,stephan-et-al-2017-personality-and-walking-speed-across-adulthood-prospective-evidence-from-five-samples.pdf,5,"Yannick Stephan, Ang...",Personality and Walking Speed Across Adu...
Syndrome,stephan-et-al-2020-physical-activity-and-sedentary-behavior-during-covid-19-trajectory-and-moderation-by-personality.pdf,1,"Yannick Stephan, Ant...",Physical Activity and Sedentary Behavior...
accessib,stieger-et-al-2021-a-tale-of-peaks-and-valleys-sinusoid-relationship-patterns-between-mountainousness-and-basic-human.pdf,3,"Stefan Stieger, Frie...",A Tale of Peaks and Valleys: Sinusoid Re...
disab,stroebe-et-al-2016-female-dominance-in-human-groups-effects-of-sex-ratio-and-conflict-level.pdf,9,"Katherine Stroebe, B...",Female Dominance in Human Groups
Syndrome,stroebe-et-al-2016-female-dominance-in-human-groups-effects-of-sex-ratio-and-conflict-level.pdf,10,"Katherine Stroebe, B...",Female Dominance in Human Groups
afflict,suhay-et-al-2016-lay-belief-in-biopolitics-and-political-prejudice.pdf,2,"Elizabeth Suhay, Mar...",Lay Belief in Biopolitics and Political ...
accessib,sunami-et-al-2018-does-the-prospect-of-fulfilling-belonging-affect-social-responses-to-rejection-a-conceptual.pdf,3,"Naoyuki Sunami, Mega...",Does the Prospect of Fulfilling Belongin...
Impairment,sutherland-et-al-2017-facial-image-manipulation-a-tool-for-investigating-social-perception.pdf,1,Clare A. M. Sutherla...,Facial Image Manipulation
Impairment,sutherland-et-al-2017-facial-image-manipulation-a-tool-for-investigating-social-perception.pdf,9,Clare A. M. Sutherla...,Facial Image Manipulation
Impairment,sutherland-et-al-2017-facial-image-manipulation-a-tool-for-investigating-social-perception.pdf,10,Clare A. M. Sutherla...,Facial Image Manipulation
Impairment,sutherland-et-al-2017-facial-image-manipulation-a-tool-for-investigating-social-perception.pdf,11,Clare A. M. Sutherla...,Facial Image Manipulation
Impairment,sutherland-et-al-2017-facial-image-manipulation-a-tool-for-investigating-social-perception.pdf,14,Clare A. M. Sutherla...,Facial Image Manipulation
accessib,sutherland-et-al-2017-facial-image-manipulation-a-tool-for-investigating-social-perception.pdf,2,Clare A. M. Sutherla...,Facial Image Manipulation
accessib,sweeney-freitas-2018-when-do-intended-performance-standards-predict-goal-related-affect-a-motivated-reasoning.pdf,9,Allison M. Sweeney a...,When Do Intended Performance Standards P...
accessib,talaifar-et-al-2020-a-new-pathway-to-university-retention-identity-fusion-with-university-predicts-retention.pdf,10,"Sanaz Talaifar, Ashw...",A New Pathway to University Retention? I...
accessib,thurmer-et-al-2018-motivated-collective-defensiveness-group-members-prioritize-counterarguing-out-group-criticism-over.pdf,10,"J. Lukas Thürmer, Se...",Motivated Collective Defensiveness: Grou...
Handicap,thurmer-et-al-2018-motivated-collective-defensiveness-group-members-prioritize-counterarguing-out-group-criticism-over.pdf,11,"J. Lukas Thürmer, Se...",Motivated Collective Defensiveness: Grou...
deficien,tidwell-et-al-2016-she-s-not-one-of-us-group-membership-moderates-the-effect-of-fertility-cues-on-attractiveness-ratings.pdf,2,"Natasha D. Tidwell, ...",Shes Not One of Us
disab,timmons-et-al-2017-new-frontiers-in-ambulatory-assessment-big-data-methods-for-capturing-couples-emotions-vocalizations.pdf,3,"Adela C. Timmons, Br...",New Frontiers in Ambulatory Assessment
accessib,trueblood-et-al-2021-the-role-of-risk-preferences-in-responses-to-messaging-about-covid-19-vaccine-take-up.pdf,8,Jennifer S. Truebloo...,The Role of Risk Preferences in Response...
disab,van-assche-et-al-2020-can-psychological-interventions-improve-intergroup-attitudes-post-terror-attacks.pdf,1,"Jasper Van Assche, M...",Can Psychological Interventions Improve ...
disab,van-assche-et-al-2020-can-psychological-interventions-improve-intergroup-attitudes-post-terror-attacks.pdf,9,"Jasper Van Assche, M...",Can Psychological Interventions Improve ...
\blame,van-assche-et-al-2020-religion-and-prejudice-across-cultures-a-test-of-the-threat-constraint-model.pdf,8,"Jasper Van Assche, J...",Religion and Prejudice Across Cultures: ...
accessib,van-de-vyver-abrams-2017-the-arts-as-a-catalyst-for-human-prosociality-and-cooperation.pdf,1,Julie Van de Vyver a...,The Arts as a Catalyst for Human Prosoci...
Defect,van-de-vyver-abrams-2017-the-arts-as-a-catalyst-for-human-prosociality-and-cooperation.pdf,1,Julie Van de Vyver a...,The Arts as a Catalyst for Human Prosoci...
accessib,van-dessel-et-al-2018-changing-deep-rooted-implicit-evaluation-in-the-blink-of-an-eye-negative-verbal-information.pdf,2,"Pieter Van Dessel, Y...",Changing Deep-Rooted Implicit Evaluation...
accessib,van-dessel-et-al-2018-changing-deep-rooted-implicit-evaluation-in-the-blink-of-an-eye-negative-verbal-information.pdf,6,"Pieter Van Dessel, Y...",Changing Deep-Rooted Implicit Evaluation...
accessib,van-dessel-et-al-2018-changing-deep-rooted-implicit-evaluation-in-the-blink-of-an-eye-negative-verbal-information.pdf,7,"Pieter Van Dessel, Y...",Changing Deep-Rooted Implicit Evaluation...
cripple,van-prooijen-et-al-2017-ideological-responses-to-the-eu-refugee-crisis-the-left-the-right-and-the-extremes.pdf,7,Jan-Willem van Prooi...,Ideological Responses to the EU Refugee ...
Malaise,van-prooijen-et-al-2017-ideological-responses-to-the-eu-refugee-crisis-the-left-the-right-and-the-extremes.pdf,7,Jan-Willem van Prooi...,Ideological Responses to the EU Refugee ...
cripple,van-prooijen-krouwel-2016-extreme-political-beliefs-predict-dogmatic-intolerance.pdf,8,Jan-Willem van Prooi...,Extreme Political Beliefs Predict Dogmat...
disab,van-prooijen-krouwel-2019-overclaiming-knowledge-predicts-anti-establishment-voting.pdf,6,Jan-Willem van Prooi...,Overclaiming Knowledge Predicts Anti-est...
cripple,van-prooijen-krouwel-2019-overclaiming-knowledge-predicts-anti-establishment-voting.pdf,8,Jan-Willem van Prooi...,Overclaiming Knowledge Predicts Anti-est...
accessib,vitriol-et-al-2018-racial-bias-increases-false-identification-of-black-suspects-in-simultaneous-lineups.pdf,2,"Joseph A. Vitriol, J...",Racial Bias Increases False Identificati...
accessib,vitriol-et-al-2018-racial-bias-increases-false-identification-of-black-suspects-in-simultaneous-lineups.pdf,13,"Joseph A. Vitriol, J...",Racial Bias Increases False Identificati...
accessib,vorauer-quesnel-2017-ideology-and-voice-salient-multiculturalism-enhances-ethnic-minority-group-members-persuasiveness.pdf,2,Jacquie D. Vorauer a...,Ideology and Voice
accessib,vorauer-quesnel-2017-ideology-and-voice-salient-multiculturalism-enhances-ethnic-minority-group-members-persuasiveness.pdf,7,Jacquie D. Vorauer a...,Ideology and Voice
disab,wallace-et-al-2018-does-religion-stave-off-the-grave-religious-affiliation-in-one-s-obituary-and-longevity.pdf,8,"Laura E. Wallace, Re...",Does Religion Stave Off the Grave? Relig...
Handicap,wang-et-al-2017-the-development-of-implicit-self-esteem-during-emerging-adulthood-a-longitudinal-analysis.pdf,9,"Yuqi Wang, Wei Wu, H...",The Development of Implicit Self-Esteem ...
accessib,wessel-et-al-2019-the-importance-of-role-based-and-collective-authenticity-on-well-being-and-withdrawal.pdf,10,"Jennifer L. Wessel, ...",The Importance of Role-Based and Collect...
accessib,west-et-al-2020-happiness-from-treating-the-weekend-like-a-vacation.pdf,9,"Colin West, Cassie M...",Happiness From Treating the Weekend Like...
accessib,wiedenroth-et-al-2020-there-is-no-primacy-effect-in-interpersonal-perception-a-series-of-preregistered-analyses-using.pdf,2,"Anne Wiedenroth, Nel...",There Is No Primacy Effect in Interperso...
Syndrome,willard-et-al-2019-cognitive-biases-and-religious-belief-a-path-model-replication-in-the-czech-republic-and-slovakia.pdf,9,"Aiyana K. Willard, L...",Cognitive Biases and Religious Belief: A...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,1,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,3,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,4,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,5,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,6,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,7,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
Chronic illness,wofford-et-al-2017-the-vicarious-effects-of-discrimination-how-partner-experiences-of-discrimination-affect-individual.pdf,8,"Nyla Wofford, Andrew...",The Vicarious Effects of Discrimination:...
accessib,wolf-et-al-2021-the-salience-of-children-increases-adult-prosocial-values.pdf,3,"Lukas J. Wolf, Sapph...",The Salience of Children Increases Adult...
accessib,wolf-et-al-2021-the-salience-of-children-increases-adult-prosocial-values.pdf,7,"Lukas J. Wolf, Sapph...",The Salience of Children Increases Adult...
accessib,wolf-et-al-2021-the-salience-of-children-increases-adult-prosocial-values.pdf,9,"Lukas J. Wolf, Sapph...",The Salience of Children Increases Adult...
Syndrome,womick-et-al-2018-group-based-dominance-and-authoritarian-aggression-predict-support-for-donald-trump-in-the-2016-u-s.pdf,2,"Jake Womick, Tobias ...",Group-Based Dominance and Authoritarian ...
Dysfunction,xu-et-al-2022-three-dimensions-of-american-conservative-political-orientation-differentially-predict-negativity-bias.pdf,14,"Xiaowen Xu, Caitlin ...",Three Dimensions of American Conservativ...
Dysfunction,yu-et-al-2021-explaining-individual-differences-in-advantageous-inequity-aversion-by-social-affective-trait-dimensions.pdf,9,"Hongbo Yu, Chunlei L...",Explaining Individual Differences in Adv...
Impairment,zengel-et-al-2021-mnemic-neglect-for-behaviors-enacted-by-members-of-one-s-nationality-group.pdf,6,"Bettina Zengel, John...",Mnemic Neglect for Behaviors Enacted by ...
Impairment,zengel-et-al-2021-mnemic-neglect-for-behaviors-enacted-by-members-of-one-s-nationality-group.pdf,7,"Bettina Zengel, John...",Mnemic Neglect for Behaviors Enacted by ...
accessib,zengel-et-al-2021-mnemic-neglect-for-behaviors-enacted-by-members-of-one-s-nationality-group.pdf,2,"Bettina Zengel, John...",Mnemic Neglect for Behaviors Enacted by ...
Handicap,zengel-et-al-2021-mnemic-neglect-for-behaviors-enacted-by-members-of-one-s-nationality-group.pdf,2,"Bettina Zengel, John...",Mnemic Neglect for Behaviors Enacted by ...
Defect,zhao-et-al-2017-when-fair-is-not-equal-compassion-and-politeness-predict-allocations-of-wealth-under-different-norms-of.pdf,9,"Kun Zhao, Eamonn Fer...",When Fair Is Not Equal
Defect,zhao-et-al-2017-when-fair-is-not-equal-compassion-and-politeness-predict-allocations-of-wealth-under-different-norms-of.pdf,10,"Kun Zhao, Eamonn Fer...",When Fair Is Not Equal
